query_id,query_text,query_relevance_label,paper_id,similarity_score,paper_title,paper_abstract,paper_sections
Query_2,#text': 'Pastoral production has often existed in some sort of symbiotic interaction with the [agriculture],1,25,0.4036693572998047,Land use land cover change and the resilience of social-ecological systems in a sub-region in South west Cameroon,"LULCC and magnitude of impact of the drivers and predictors of LULCC in the sub-region by engag-| ing 25 stakeholders in a focus group survey. Other cultivated areas of cropland, built-up, oil palm, and banana plantation covers increased by 21,360 ha (10.5%), 3152 ha (1.6%), 5721 ha (2.8%), and 1823 ha (0.9%), while dense forest, rubber and tea plantation covers decreased by -44,945 ha (-22.1%), -15,557 ha (-7.7%), and -110 ha (-0.1%), respectively, from 1986 to 2018. Most of the deforestation a...","Introduction: Holistically, landscape as a geographical area is characterised by its biophysical contents of observable, natural, and human-induced characteristics, including ecosystem type and socio-cultural relations to areas at different spatial scales 
Decision-making in land use land cover change (LULCC) can be explained, to a large extent, by the socio-economic, climatic, and soil conditions of a location 
SES are integrated complex and adaptive systems, in which social and ecological sub-..."
Query_2,#text': 'Pastoral production has often existed in some sort of symbiotic interaction with the [agriculture],1,93,0.4036693572998047,Land use land cover change and the resilience of social-ecological systems in a sub-region in South west Cameroon,"LULCC and magnitude of impact of the drivers and predictors of LULCC in the sub-region by engag-| ing 25 stakeholders in a focus group survey. Other cultivated areas of cropland, built-up, oil palm, and banana plantation covers increased by 21,360 ha (10.5%), 3152 ha (1.6%), 5721 ha (2.8%), and 1823 ha (0.9%), while dense forest, rubber and tea plantation covers decreased by -44,945 ha (-22.1%), -15,557 ha (-7.7%), and -110 ha (-0.1%), respectively, from 1986 to 2018. Most of the deforestation a...","Introduction: Holistically, landscape as a geographical area is characterised by its biophysical contents of observable, natural, and human-induced characteristics, including ecosystem type and socio-cultural relations to areas at different spatial scales 
Decision-making in land use land cover change (LULCC) can be explained, to a large extent, by the socio-economic, climatic, and soil conditions of a location 
SES are integrated complex and adaptive systems, in which social and ecological sub-..."
Query_2,#text': 'Pastoral production has often existed in some sort of symbiotic interaction with the [agriculture],1,116,0.3684641122817993,"Mapping Land Use Land Cover Changes and Their Determinants in the Context of a Massive Free Labour Mobilisation Campaign: Evidence from South Wollo, Ethiopia","Northern Ethiopia is characterised by fragile mountain eco-systems that are highly susceptible to land degradation, impacting food security and livelihoods. This study appraises Land Use Land Cover Changes (LULCC) and their determinants from 2000 to 2020 in Dessie Zuria and Kutaber Woredas. It explores the LULCC and the key anthropogenic drivers of the change over the past 20 years through a mix of satellite imagery and a survey of local understandings. Six land use types (agriculture, forest, a...","Introduction: The sustainability of natural resources has been seriously constrained by enormous land degradation in Ethiopia 
Land degradation in Sub-Saharan Africa (SSA) is widespread. Sixty-five per cent of agricultural land is degraded due to wind and soil erosion, and 28% of the population lives in areas that are prone to land degradation. Specifically, 40% of the grassland, 26% of the forestland, and 12% of the cropland have severe land degradation 
Land degradation is negatively correlate..."
Query_2,#text': 'Pastoral production has often existed in some sort of symbiotic interaction with the [agriculture],1,35,0.36090949177742004,J o u r n a l P r e -p r o o f,"This is a PDF file of an article that has undergone enhancements after acceptance, such as the addition of a cover page and metadata, and formatting for readability, but it is not yet the definitive version of record. This version will undergo additional copyediting, typesetting and review before it is published in its final form, but we are providing this version to give early visibility of the article. Please note that, during the production process, errors may be discovered which could affect...","Introduction: Current global trends, such as population and economic growth which often lead to increased food and fuel demands, exert increasing pressure on land and water resources worldwide 
These may include changes in total suspended sediment and nutrient concentration  | J o u r n a l P r e -p r o o f: However, most SWAT model applications assessed the hydrological impacts based on static LULC data 
The Anzali wetland catchment in Iran contains ecologically significant ecosystems such as t..."
Query_2,#text': 'Pastoral production has often existed in some sort of symbiotic interaction with the [agriculture],1,13,0.3557019531726837,"Monitoring land use and land cover change near a nuclear power plant construction site: Akkuyu case, Turkey",". The agricultural areas in the study area were changed into other LULC classes: 9.1% to artificial surfaces, 27.6% to barren lands, and 21.7% to forest. The rise in the area of artificial surfaces was especially noticeable within the 1 km buffer zone: construction activities converted 36.1% of agricultural fields, 54.1% of forests, and 23.2% of barren lands into artificial surfaces. The filling activities on the seashore resulted in a loss of water bodies of up to 26.5%. The study provides an o...","Introduction: Although the Fukushima nuclear disaster in 2011 has had a significant influence on nuclear energy development in recent years, nuclear energy, as a low-carbon energy source, is presently an alternative energy source that can be produced on a large scale. Despite a modest decline in nuclear output after Fukushima, nuclear power generation has continued to increase in recent Abstract Land use and land cover (LULC) change analysis of the construction site and its surroundings of the A..."
Query_2,#text': 'Pastoral production has often existed in some sort of symbiotic interaction with the [agriculture],1,61,0.35563427209854126,Impact of land use and land cover change on the landscape pattern and service value of the village ecosystem in the karst desertification control,"Human activities have had a significant impact on ecosystems. Studying landscape patterns and ecosystem services (ES) at the village scale based on land use and land cover (LULC) is essential in addressing current ecosystem issues. Based on GF images, the paper selects village ecosystems of karst desertification control (KDC) as the research object. It uses the landscape pattern index, topographic position index (TPI), and value equivalent method to conduct a spatial and temporal analysis of the...","Introduction: Land use for producing goods and services is the most significant human change to the planet 
Land cover has been changing rapidly due to solid human activities such as agricultural and urban construction 
The value of ecosystem services is a quantitative indicator of ecosystem services 
A growing body of research on land use, landscape patterns, and ecosystem services aim to address scientific questions arising from specific regions and objectives (Q. J. 
Karst landscapes are a ty..."
Query_2,#text': 'Pastoral production has often existed in some sort of symbiotic interaction with the [agriculture],1,45,0.35560065507888794,"Annual emissions of carbon from land use, land-use change, and forestry from 1850 to 2020","Estimates of the annual emissions of carbon from land use, land-use change, and forestry (LULUCF) are important for constructing global, regional, and national carbon budgets, which in turn help predict future rates of climate change and define potential strategies for mitigation. Here, we update a long-term (1850-2020) series of annual national carbon emissions resulting from LULUCF (https://doi.org/10.7910/DVN/U7GHRH, Houghton and Castanho, 2023), based largely, after 1960, on statistics of la...","Introduction: The annual net exchanges of carbon between land and atmosphere are represented by two terms in the global carbon budget: one term for direct anthropogenic effects (i.e., management) and a second term for natural effects and indirect anthropogenic effects (e.g., the response of terrestrial ecosystems to environmental change) 
One surrogate for the emissions of carbon attributable to management is based on land use, land-use change, and forestry (LULUCF) 
A second approach for estima..."
Query_2,#text': 'Pastoral production has often existed in some sort of symbiotic interaction with the [agriculture],1,63,0.3555085062980652,Global land use changes are four times greater than previously estimated,"Quantifying the dynamics of land use change is critical in tackling global societal challenges such as food security, climate change, and biodiversity loss. Here we analyse the dynamics of global land use change at an unprecedented spatial resolution by combining multiple open data streams (remote sensing, reconstructions and statistics) to create the HIstoric Land Dynamics Assessment + (HILDA +). We estimate that land use change has affected almost a third (32%) of the global land area in just ...","Untitled Section: A bout three-quarters of the Earth's land surface has been altered by humans within the last millennium 
Yet, in spite of its societal relevance, understanding how global land use/cover (LUC) has changed across space and through time is limited by a lack of comprehensive data and the large uncertainties within existing LUC reconstructions 
Even in the age of satellites, 'big data' and a growing trend of opening access to information, LUC data are still constrained by fragmented..."
Query_2,#text': 'Pastoral production has often existed in some sort of symbiotic interaction with the [agriculture],1,67,0.34104037284851074,"Trees, Forests and People","The present study examines the land use land cover (LULC) and change detection impacts on forest ecosystem in Achanakmaar Amarkantak Biosphere Reserve (AABR -area 626.76 km 2 ) of Central India. Results revealed that there has been a change in AABR land use pattern from 2008 to 2018. The major changes include loss of 19.72 km 2 of vegetation cover in various forest types due to increasing biotic interference and over grazing, conversion of 14.77 km 2 of Dense Sal mixed forest to open mixed fores...","Introduction: Undulating geography with anecdotal slopes covered with different forest type's viz. Dense mixed and Sal mixed forests, Bamboo plantations, Teak forest, Open mixed forest and manmade plantations harbor huge amount of diversity in and around the Achanakmaar Amarkantak Biosphere Reserve (AABR). There are many plant species endemic to this area such as Cupressus torulosa, Araucaria bidwilli, Thuja oreintalis, Pinus caribbea etc and are well distributed ( https://www.indianetzone. com/..."
Query_2,#text': 'Pastoral production has often existed in some sort of symbiotic interaction with the [agriculture],1,101,0.34031403064727783,ISPRS Journal of Photogrammetry and Remote Sensing,"Products reveal that land cover change is significant across most land cover classes and time periods. The land cover product was validated using existing reference data from the legacy NLCD 2011 accuracy assessment, applied to the 2011 epoch of the NLCD 2016 product line. The legacy and new NLCD 2011 overall accuracies were 82% and 83%, respectively, (standard error (SE) was 0.5%), demonstrating a small but significant increase in overall accuracy. Between 2001 and 2016, the CONUS landscape exp...","Introduction: Change in land use and land cover type alters biophysical surface characteristics and can lead to major consequences including intensification of climate change, land degradation, and changes to biological diversity and ecosystem services 
However, databases that support large area land system science monitoring are relatively rare. There are numerous initiatives to map land cover globally and regionally, but mapping is not always monitoring. Further, change detection is not monito..."
Query_3,#text': 'The forests of West and Central Africa probably originally covered a combined area of about 3 million km 2,2,93,0.5075653791427612,Land use land cover change and the resilience of social-ecological systems in a sub-region in South west Cameroon,"LULCC and magnitude of impact of the drivers and predictors of LULCC in the sub-region by engag-| ing 25 stakeholders in a focus group survey. Other cultivated areas of cropland, built-up, oil palm, and banana plantation covers increased by 21,360 ha (10.5%), 3152 ha (1.6%), 5721 ha (2.8%), and 1823 ha (0.9%), while dense forest, rubber and tea plantation covers decreased by -44,945 ha (-22.1%), -15,557 ha (-7.7%), and -110 ha (-0.1%), respectively, from 1986 to 2018. Most of the deforestation a...","Introduction: Holistically, landscape as a geographical area is characterised by its biophysical contents of observable, natural, and human-induced characteristics, including ecosystem type and socio-cultural relations to areas at different spatial scales 
Decision-making in land use land cover change (LULCC) can be explained, to a large extent, by the socio-economic, climatic, and soil conditions of a location 
SES are integrated complex and adaptive systems, in which social and ecological sub-..."
Query_3,#text': 'The forests of West and Central Africa probably originally covered a combined area of about 3 million km 2,2,25,0.5075653791427612,Land use land cover change and the resilience of social-ecological systems in a sub-region in South west Cameroon,"LULCC and magnitude of impact of the drivers and predictors of LULCC in the sub-region by engag-| ing 25 stakeholders in a focus group survey. Other cultivated areas of cropland, built-up, oil palm, and banana plantation covers increased by 21,360 ha (10.5%), 3152 ha (1.6%), 5721 ha (2.8%), and 1823 ha (0.9%), while dense forest, rubber and tea plantation covers decreased by -44,945 ha (-22.1%), -15,557 ha (-7.7%), and -110 ha (-0.1%), respectively, from 1986 to 2018. Most of the deforestation a...","Introduction: Holistically, landscape as a geographical area is characterised by its biophysical contents of observable, natural, and human-induced characteristics, including ecosystem type and socio-cultural relations to areas at different spatial scales 
Decision-making in land use land cover change (LULCC) can be explained, to a large extent, by the socio-economic, climatic, and soil conditions of a location 
SES are integrated complex and adaptive systems, in which social and ecological sub-..."
Query_3,#text': 'The forests of West and Central Africa probably originally covered a combined area of about 3 million km 2,2,109,0.5043303966522217,"The impact of land use and land cover changes on socioeconomic factors and livelihood in the Atwima Nwabiagya district of the Ashanti region, Ghana","Land use and land cover change (LULCC) is a general term for the human modification of Earth's terrestrial surface. These modifications come by direct and indirect activities of human actions when securing essential resources. Therefore, it is necessary to analyze these land changes for the best management of natural resources and to ensure better livelihood of the inhabitants.
The influx of population from the Kumasi metropolis and peripheral areas coupled with urbanization is causing rapid cha...","Introduction: Land Use and Land Cover (LULC) change have been occurring since time immemorial, it is, however, rapid recently due to increasing anthropogenic activities including urbanization and industrialization 
Many research works have pointed out the relevance of investigating the land cover dynamics as a tool for justifiable supervision of allnatural possessions 
Though the Atwima Nwabiagya district is one of the fastest-growing areas in Ashanti region ( GSS, 2012 ), adequate information o..."
Query_3,#text': 'The forests of West and Central Africa probably originally covered a combined area of about 3 million km 2,2,8,0.4838501811027527,Impacts of land use and land cover change in response to different driving forces in Uganda: evidence from a review,"This reviewe of Land Use Land Cover Change (LULCC) studies in Uganda indicate agriculture, forest, grassland, and woodland as the major land use and land cover types. Central Uganda is the most studied region (15%), followed by western ( ","Introduction: Land use and land cover change (LULCC) can result from both intentional and non-intentional human activities or as a result of natural causes. However, human forces are now known to be altering the natural global landscape at unprecedented magnitudes and at different spatial-temporal scales 
Many studies on LULCC change have been conducted in Uganda at different spatial and temporal scales for different reasons. For example, 
Uganda is geared to attain a middle income economy by 20..."
Query_3,#text': 'The forests of West and Central Africa probably originally covered a combined area of about 3 million km 2,2,76,0.46198904514312744,Assessment of land use and land cover changes in Kenya's Mt. Elgon forest ecosystem,Current land-use trends in Kenya's montane forest ecosystems show that land uses are changing fast due to natural and anthropogenic factors and these changes could have devastating effects on the environment. One such montane forest is the transboundary Mt. Elgon forest located in western Kenya. This study analysed trends in land use-land cover changes in Mt. Elgon forest ecosystem over the last 45 years. Landsat imageries downloaded from the United States Geological Survey archives were used to...,"Untitled Section: ests, bamboo forest, fallow land, tea plantation. The landsat images had an average overall classification accuracy of 87.12% and kappa coefficient (K) of 0.84. The kappa coefficient was rated as substantial and the classified images qualified for further analysis. Results established that there was an 18% decline in the natural forest cover between 1977 and 2019. There was a similar decline of 15.19% in bamboo forest cover. Plantation forests established in the 1990's also sho..."
Query_3,#text': 'The forests of West and Central Africa probably originally covered a combined area of about 3 million km 2,2,24,0.45099931955337524,"Global 10 m Land Use Land Cover Datasets: A Comparison of Dynamic World, World Cover and Esri Land Cover","The European Space Agency's Sentinel satellites have laid the foundation for global land use land cover (LULC) mapping with unprecedented detail at 10 m resolution. We present a cross-comparison and accuracy assessment of Google's Dynamic World (DW), ESA's World Cover (WC) and Esri's Land Cover (Esri) products for the first time in order to inform the adoption and application of these maps going forward. For the year 2020, the three global LULC maps show strong spatial correspondence (i.e., near...","Introduction: Global land use land cover (LULC) maps provide information necessary to quantify and understand Earth system processes and anthropogenic pressures, often at multiple spatial and temporal scales 
Global LULC maps are adopted in a vast range of scientific domains and application environments. A few examples of LULC map application include: data input into mesoscale models for operational numerical weather forecasts and climate models for future climate projections 
Over the past two ..."
Query_3,#text': 'The forests of West and Central Africa probably originally covered a combined area of about 3 million km 2,2,116,0.4484136402606964,"Mapping Land Use Land Cover Changes and Their Determinants in the Context of a Massive Free Labour Mobilisation Campaign: Evidence from South Wollo, Ethiopia","Northern Ethiopia is characterised by fragile mountain eco-systems that are highly susceptible to land degradation, impacting food security and livelihoods. This study appraises Land Use Land Cover Changes (LULCC) and their determinants from 2000 to 2020 in Dessie Zuria and Kutaber Woredas. It explores the LULCC and the key anthropogenic drivers of the change over the past 20 years through a mix of satellite imagery and a survey of local understandings. Six land use types (agriculture, forest, a...","Introduction: The sustainability of natural resources has been seriously constrained by enormous land degradation in Ethiopia 
Land degradation in Sub-Saharan Africa (SSA) is widespread. Sixty-five per cent of agricultural land is degraded due to wind and soil erosion, and 28% of the population lives in areas that are prone to land degradation. Specifically, 40% of the grassland, 26% of the forestland, and 12% of the cropland have severe land degradation 
Land degradation is negatively correlate..."
Query_3,#text': 'The forests of West and Central Africa probably originally covered a combined area of about 3 million km 2,2,90,0.44376039505004883,Past and Future Land Use/Land Cover Changes in the Ethiopian Fincha Sub-Basin,"The increasing human pressure on African regions is recognizable when looking at Land Use Land Cover (LULC) change maps, generally derived from satellite imagery. Using the Ethiopian Fincha watershed as a case study, the present work focuses on (i) identifying historical LULC change in the period 1989-2019; (ii) estimating LULC in the next thirty years, combining Geographical Information Systems (GIS) with Land Change Modelling (LCM). Landsat 5/8 images were combined with field evidence to map L...","Introduction: Land use is defined as how land is utilized by human beings and their habitats, usually with an accent on the practical role of land for economic activities, whereas land cover is a physical characteristic of the Earth's surface or attributes of a part of the Earth's land surface and immediate subsurface, including biota, soil, topography, surface and groundwater, and human structures 
The Land Change Modeler is a model used to evaluate the changing trend from one land use category..."
Query_3,#text': 'The forests of West and Central Africa probably originally covered a combined area of about 3 million km 2,2,45,0.41876164078712463,"Annual emissions of carbon from land use, land-use change, and forestry from 1850 to 2020","Estimates of the annual emissions of carbon from land use, land-use change, and forestry (LULUCF) are important for constructing global, regional, and national carbon budgets, which in turn help predict future rates of climate change and define potential strategies for mitigation. Here, we update a long-term (1850-2020) series of annual national carbon emissions resulting from LULUCF (https://doi.org/10.7910/DVN/U7GHRH, Houghton and Castanho, 2023), based largely, after 1960, on statistics of la...","Introduction: The annual net exchanges of carbon between land and atmosphere are represented by two terms in the global carbon budget: one term for direct anthropogenic effects (i.e., management) and a second term for natural effects and indirect anthropogenic effects (e.g., the response of terrestrial ecosystems to environmental change) 
One surrogate for the emissions of carbon attributable to management is based on land use, land-use change, and forestry (LULUCF) 
A second approach for estima..."
Query_3,#text': 'The forests of West and Central Africa probably originally covered a combined area of about 3 million km 2,2,94,0.41636204719543457,"Drivers and Implications of Land Use/Land Cover Dynamics in Finchaa Catchment, Northwestern Ethiopia","Understanding the trajectories and extents of land use/land cover change (LULCC) is important to generate and provide helpful information to policymakers and development practitioners about the magnitude and trends of LULCC. This study presents the contributing factors of LULCC, the extent and implications of these changes for sustainable land use in the Finchaa catchment. Data from Landsat images 1987Landsat images  , 2002Landsat images  , and 2017   were used to develop the land use maps and q...","Introduction: Land use/land cover change (LULCC) is among the major factors that affect biophysical systems at all scales 
In the past, recognition of the importance of the natural environment for human well-being has been less influential in maintaining sustainable development and poverty alleviation strategies 
In recent years, the study of LULCC has become an important topic of research 
LULCC processes are triggered by the interaction of anthropogenic and biophysical drivers 
The upper part ..."
Query_4,"(1993)'}], '#text': ""An increase of land under [cultivation] can be in the form of either (a) clearing more land within the present territory, or (b) migrating to other areas to develop new land for [cultivation]",1,1,0.49221450090408325,Environmental & Socio-economic Studies,"Land-use change is a human process aimed at transforming the natural landscape and emphasizing the role and function of land for socio-economic activities. However, we do not know how the land transition in Vietnam has been proceeding recently. Thus, this article aims to examine the current urbanization process of land conversion in Vietnam. To explore the current situation and recent change of land use, the author analyzed standardized databases and maps from reports of the Ministry of Natural ...","Introduction: According to the literature, land use is a landbased feature of what can be built and what the land can be used for. It identifies what types of communities, environments, or settlements can be used for a particular kind of ground (ABARES, 2020). Land use is also a manifestation of various human activities to exploit the landscape. Therefore, landuse change is seen as a human activity to change the natural landscape and emphasize the role and function of land for socio-economic act..."
