doc_id,authors,title,text,label,confidence,context
0,Sonam Wang; Lamchin Munkhnasan; Woo-Kyun Lee,"Land use and land cover change detection and prediction in Bhutan's high altitude city of Thimphu, u",expand,CHANGE,1.0,the government s decision to expand the city northwards and southwards
0,Sonam Wang; Lamchin Munkhnasan; Woo-Kyun Lee,"Land use and land cover change detection and prediction in Bhutan's high altitude city of Thimphu, u",expansion,CHANGE,1.0,northwards and southwards. This expansion received a boost after the
0,Sonam Wang; Lamchin Munkhnasan; Woo-Kyun Lee,"Land use and land cover change detection and prediction in Bhutan's high altitude city of Thimphu, u",Loss,CHANGE,1.0,are also highly fragmented. Loss of forest cover will degrade
0,Sonam Wang; Lamchin Munkhnasan; Woo-Kyun Lee,"Land use and land cover change detection and prediction in Bhutan's high altitude city of Thimphu, u",increase,CHANGE,1.0,degrade important ecological services and increase vulnerability of the city to
0,Sonam Wang; Lamchin Munkhnasan; Woo-Kyun Lee,"Land use and land cover change detection and prediction in Bhutan's high altitude city of Thimphu, u",loss,CHANGE,1.0,sources worsened air pollution and loss of important biodiversity. More
0,Sonam Wang; Lamchin Munkhnasan; Woo-Kyun Lee,"Land use and land cover change detection and prediction in Bhutan's high altitude city of Thimphu, u",increase,CHANGE,1.0,roads. These will significantly increase water retention protect soil from
0,Sonam Wang; Lamchin Munkhnasan; Woo-Kyun Lee,"Land use and land cover change detection and prediction in Bhutan's high altitude city of Thimphu, u",built-up area,LULC,0.9,significant increase 12.77% in built-up area from 2002 52.88% to
0,Sonam Wang; Lamchin Munkhnasan; Woo-Kyun Lee,"Land use and land cover change detection and prediction in Bhutan's high altitude city of Thimphu, u",bare ground,LULC,0.9,increase in the cover of bare ground. On the contrary forest
0,Sonam Wang; Lamchin Munkhnasan; Woo-Kyun Lee,"Land use and land cover change detection and prediction in Bhutan's high altitude city of Thimphu, u",Urban Development,LULC_PROCESS,0.9,with the establishment of National Urban Development Commission. Since then two
0,Sonam Wang; Lamchin Munkhnasan; Woo-Kyun Lee,"Land use and land cover change detection and prediction in Bhutan's high altitude city of Thimphu, u",water bodies,LULC,0.9,as road networks drainage networks water bodies buildings and other important establishments
0,Sonam Wang; Lamchin Munkhnasan; Woo-Kyun Lee,"Land use and land cover change detection and prediction in Bhutan's high altitude city of Thimphu, u",change to,LULC_PROCESS,0.9,probability of a pixel to change to another class or remain unchanged
0,Sonam Wang; Lamchin Munkhnasan; Woo-Kyun Lee,"Land use and land cover change detection and prediction in Bhutan's high altitude city of Thimphu, u",water body,LULC,0.9,five LULC types were classified water body bare ground built-up
0,Sonam Wang; Lamchin Munkhnasan; Woo-Kyun Lee,"Land use and land cover change detection and prediction in Bhutan's high altitude city of Thimphu, u",bare ground,LULC,0.9,types were classified water body bare ground built-up area forest
0,Sonam Wang; Lamchin Munkhnasan; Woo-Kyun Lee,"Land use and land cover change detection and prediction in Bhutan's high altitude city of Thimphu, u",built-up area,LULC,0.9,classified water body bare ground built-up area forest and agriculture Fig.
0,Sonam Wang; Lamchin Munkhnasan; Woo-Kyun Lee,"Land use and land cover change detection and prediction in Bhutan's high altitude city of Thimphu, u",transition to,LULC_PROCESS,0.9,city infrastructure post Bhutan s transition to democracy in 2008. The
0,Sonam Wang; Lamchin Munkhnasan; Woo-Kyun Lee,"Land use and land cover change detection and prediction in Bhutan's high altitude city of Thimphu, u",bare ground,LULC,0.9,transition probabilities of 0.83 for bare ground and 0.58 for forest to
0,Sonam Wang; Lamchin Munkhnasan; Woo-Kyun Lee,"Land use and land cover change detection and prediction in Bhutan's high altitude city of Thimphu, u",transition to,LULC_PROCESS,0.9,and 0.58 for forest to transition to built-up area.
0,Sonam Wang; Lamchin Munkhnasan; Woo-Kyun Lee,"Land use and land cover change detection and prediction in Bhutan's high altitude city of Thimphu, u",built-up area,LULC,0.9,for forest to transition to built-up area. Although small agriculture land
0,Sonam Wang; Lamchin Munkhnasan; Woo-Kyun Lee,"Land use and land cover change detection and prediction in Bhutan's high altitude city of Thimphu, u",transition to,LULC_PROCESS,0.9,shows a significant probability to transition to built-up area which
0,Sonam Wang; Lamchin Munkhnasan; Woo-Kyun Lee,"Land use and land cover change detection and prediction in Bhutan's high altitude city of Thimphu, u",built-up area,LULC,0.9,significant probability to transition to built-up area which has been the trend
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,increase,CHANGE,1.0,process manifested by a rapid increase in the number and size
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,expansion,CHANGE,1.0,is also defined as urban expansion as the process of concentrating
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,increase,CHANGE,1.0,but it is expected to increase to about 260 to 420
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,expand,CHANGE,1.0,urban land this area could expand from 40 to 143 million
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,increase,CHANGE,1.0,. 2010 . The annual increase in built-up land
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,increase,CHANGE,1.0,2.9% is the average increase in industrial countries. The
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,loss,CHANGE,1.0,three main categories displacement and loss of housing loss of livelihoods
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,loss,CHANGE,1.0,displacement and loss of housing loss of livelihoods and environmental pollution
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,increased,CHANGE,1.0,land is reported to have increased the area of this GIS
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,decrease,CHANGE,1.0,layer showed a 21.5% decrease when verified by the land
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,992.96 ha,SURFACE_UNIT,1.0,1 267 projects . 73 992.96 ha of land was found to
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,decrease,CHANGE,1.0,remains low leading to a decrease in land-use efficiency
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,increased,CHANGE,1.0,urban areas in Vietnam had increased to 846 MONRE 2019 .
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,increase,CHANGE,1.0,agricultural land unused land and increase non-agricultural land.
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,expanding,CHANGE,1.0,area is mainly due to expanding urban land land for industrial
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,increased,CHANGE,1.0,The size of urban land increased due to the conversion from
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,loss,CHANGE,1.0,residential areas has resulted in loss of the livelihoods of many
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,expansion,CHANGE,1.0,-agricultural activities Conclusions Urban expansion and rural restructuring due to
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,increased,CHANGE,1.0,these regions provinces has mostly increased by over 7% while
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,decreased,CHANGE,1.0,7% while unused land decreased by over 100%.
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,the Ministry of Natural Resources and Environment of Vietnam MoNRE the General Statistics Office,ORG,0.8,and maps from reports of the Ministry of Natural Resources and Environment of Vietnam MoNRE the General Statistics Office of Vietnam GSO and the
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,the Red River Delta,LOC,0.8,for urbanization is mainly in the Red River Delta and Southeast. The study
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,about 45 years from 2007,DATE,0.8,to 143 million hectares in about 45 years from 2007 to 2050 SETO ET AL
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,The Pacific and Southeast Asia,ORG,0.8,increase in industrial countries. The Pacific and Southeast Asia regions have witnessed considerable land
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,the South China Sea,LOC,0.8,4 639 km long bordering the South China Sea in Vietnam known as the
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,the Gulf of Thailand,LOC,0.8,as the East Sea and the Gulf of Thailand. In the north Vietnam
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,Red River Delta Delta Fig,LOC,1.0,areas the Mekong Delta and Red River Delta Delta Fig. There is a mismatch
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,the Mekong River Delta,LOC,0.8,the Red River Delta and the Mekong River Delta. Conversion of agricultural land
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,the Red River Delta,LOC,0.8,two regions the Southeast and the Red River Delta. Furthermore the transition trend
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,the East of Vietnam,LOC,0.8,trend has also shifted to the East of Vietnam to take advantage of the
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,agricultural land,LULC,0.9,Coast regions but conversion of agricultural land for urbanization is mainly in
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,agricultural land,LULC,0.9,13 billion hectares of which agricultural land accounts for 37.6% equivalent
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,Agricultural land,LULC,0.9,agricultural and unused land. Agricultural land is divided into ground for
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,agricultural land,LULC,0.9,maps. While non-agricultural land is reported to have increased
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,agricultural land,LULC,0.9,changes emphasizing the conversion of agricultural land to built-up land
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,agricultural land,LULC,0.9,urban areas is to reduce agricultural land unused land and increase non
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,agricultural land,LULC,0.9,land and increase non-agricultural land. Growth in the non
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,agricultural land,LULC,0.9,Growth in the non-agricultural land area is mainly due to
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,agricultural land,LULC,0.9,due to the conversion from agricultural land of which rice land was
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,agricultural land,LULC,0.9,River Delta. Conversion of agricultural land for investment in urban industrial
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,urban area,LULC,0.9,Land in the peri-urban area is becoming increasingly scarce leading
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,urban area,LULC,0.9,use in the peri-urban area. The transfer of a
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,agricultural land,LULC,0.9,a large part of the agricultural land into the construction or industrial
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,agricultural land,LULC,0.9,of agricultural and non-agricultural land in these regions provinces has
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,agricultural land,LULC,0.9,-urban residents after converting agricultural land. Economically urbanization and industrialization
1,Tran Nguyen; Tuan,Environmental & Socio-economic Studies,agricultural land,LULC,0.9,In addition the transformation of agricultural land to non-agricultural also
2,Charles Davison; | Carsten Rahbek; Naia Morueta-Holme; Carsten Rahbek,Land-use change and biodiversity: Challenges for assembling evidence on the greatest threat to natur,increased,CHANGE,1.0,an abandoned meadow leads to increased species diversity but intensification of
2,Charles Davison; | Carsten Rahbek; Naia Morueta-Holme; Carsten Rahbek,Land-use change and biodiversity: Challenges for assembling evidence on the greatest threat to natur,increase,CHANGE,1.0,climate loggers will also help increase the effectiveness of data collection
2,Charles Davison; | Carsten Rahbek; Naia Morueta-Holme; Carsten Rahbek,Land-use change and biodiversity: Challenges for assembling evidence on the greatest threat to natur,INTRODUC TI ON The IPBES,ORG,0.8,how to move forward. INTRODUC TI ON The IPBES 2019 global report ranked land
2,Charles Davison; | Carsten Rahbek; Naia Morueta-Holme; Carsten Rahbek,Land-use change and biodiversity: Challenges for assembling evidence on the greatest threat to natur,the Catalogue of Life 2019,ORG,0.8,registered species per group in the Catalogue of Life 2019 Figure We extracted and geolocated
2,Charles Davison; | Carsten Rahbek; Naia Morueta-Holme; Carsten Rahbek,Land-use change and biodiversity: Challenges for assembling evidence on the greatest threat to natur,Environmental or Agricultural and Biological,ORG,0.8,published in the subject areas Environmental or Agricultural and Biological science on Scopus searched 16
2,Charles Davison; | Carsten Rahbek; Naia Morueta-Holme; Carsten Rahbek,Land-use change and biodiversity: Challenges for assembling evidence on the greatest threat to natur,temperate forest,LULC,0.9,area was most apparent for temperate forest biomes. The most underrepresented
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,decreased,CHANGE,1.0,study period the grassland area decreased while the area of forest
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,increased,CHANGE,1.0,forest land and construction land increased to varying degrees. The
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,decreased,CHANGE,1.0,in general grassland and wetlands decreased and farmland forest land and
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,expanded,CHANGE,1.0,forest land and construction land expanded Figures grassland and wetlands decreased
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,decreased,CHANGE,1.0,expanded Figures grassland and wetlands decreased and farmland forest land and
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,expanded,CHANGE,1.0,forest land and construction land expanded Figures Similarly from 2009 to
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,decrease,CHANGE,1.0,farmland and grassland continued to decrease while forest land wetland and
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,expanded,CHANGE,1.0,land wetland and unused land expanded Figures Similarly from 2009 to
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,decrease,CHANGE,1.0,farmland and grassland continued to decrease while forest land wetland and
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,expanded,CHANGE,1.0,land wetland and unused land expanded Figures Comparing the spatial-
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,increased,CHANGE,1.0,found that the farmland area increased first and then decreased but
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,decreased,CHANGE,1.0,area increased first and then decreased but the wetland area followed
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,increased,CHANGE,1.0,land and construction land gradually increased. The water body area
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,increased,CHANGE,1.0,area of unused land also increased which was mainly caused by
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,increased,CHANGE,1.0,found that the farmland area increased first and then decreased but
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,decreased,CHANGE,1.0,area increased first and then decreased but the wetland area followed
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,increased,CHANGE,1.0,land and construction land gradually increased. The water body area
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,increased,CHANGE,1.0,area of unused land also increased which was mainly caused by
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,expanded,CHANGE,1.0,construction land and unused land expanded. Grassland was mainly converted
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,expanded,CHANGE,1.0,on the LULC have gradually expanded. In 2018 population density
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,Google Earth Engine A Case Study,ORG,0.8,Based on Geographical Detectors and Google Earth Engine A Case Study in Gannan Prefecture As an
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,Materials and Methods Study Area,ORG,0.8,use in Gannan Prefecture. Materials and Methods Study Area The Gannan Prefecture is within
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,the Loess Plateau Figure Remote Sens,LOC,1.0,northeastern Tibetan Plateau TP and the Loess Plateau Figure Remote Sens. 2020 Materials and Methods
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,LULC Classification and Accuracy Assessment We,ORG,0.8,ground truth and classification results LULC Classification and Accuracy Assessment We selected a random forest RF
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,Land Use Degree Index Land,ORG,0.8,ground truth and classification results Land Use Degree Index Land-use intensity is the
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,Degree of Land Use Change We,ORG,0.8,and water body shrinkage. Degree of Land Use Change We calculated the dynamic degree of
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,Degree of Land Use Change We,ORG,0.8,and water body shrinkage. Degree of Land Use Change We calculated the dynamic degree of
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,Table Discussion Analysis of LULC Classification Variable Importance and Result Verification,ORG,0.8,of anthropogenic and natural factors Table Discussion Analysis of LULC Classification Variable Importance and Result Verification This study constructed various characteristic
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,Major Drivers of LULC Changes LULC,ORG,0.8,human activities on natural resources Major Drivers of LULC Changes LULC is a complex process affected
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,water body,LULC,0.9,important for the identification of water body and vegetation. The importance
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,water body,LULC,0.9,land gradually increased. The water body area did not change much
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,water body,LULC,0.9,mainly caused by grassland and water body shrinkage. Degree of Land
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,water body,LULC,0.9,land gradually increased. The water body area did not change much
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,water body,LULC,0.9,mainly caused by grassland and water body shrinkage. Degree of Land
4,Dimitrios Paraforos; Anselme Muzirafuti; Josept David Revuelta-Acost; Edna Suhail Guerrero-Lu; Jose Terrazas-Rodriguez; Cristian Gomez-Rodriguez; Gerardo Perea,"Application of Remote Sensing Tools to Assess the Land Use and Land Cover Change in Coatzacoalcos, V",loss,CHANGE,1.0,surface runoff due to the loss of vegetation cover. Lastly
4,Dimitrios Paraforos; Anselme Muzirafuti; Josept David Revuelta-Acost; Edna Suhail Guerrero-Lu; Jose Terrazas-Rodriguez; Cristian Gomez-Rodriguez; Gerardo Perea,"Application of Remote Sensing Tools to Assess the Land Use and Land Cover Change in Coatzacoalcos, V",expansion,CHANGE,1.0,and Atlantic oceans and the expansion and modernization of Coatzacoalcos and
4,Dimitrios Paraforos; Anselme Muzirafuti; Josept David Revuelta-Acost; Edna Suhail Guerrero-Lu; Jose Terrazas-Rodriguez; Cristian Gomez-Rodriguez; Gerardo Perea,"Application of Remote Sensing Tools to Assess the Land Use and Land Cover Change in Coatzacoalcos, V",increased,CHANGE,1.0,grassland has been sustained and increased over time due to reforestation
4,Dimitrios Paraforos; Anselme Muzirafuti; Josept David Revuelta-Acost; Edna Suhail Guerrero-Lu; Jose Terrazas-Rodriguez; Cristian Gomez-Rodriguez; Gerardo Perea,"Application of Remote Sensing Tools to Assess the Land Use and Land Cover Change in Coatzacoalcos, V",increase,CHANGE,1.0,soil evaporation which might also increase the overland flow for those
4,Dimitrios Paraforos; Anselme Muzirafuti; Josept David Revuelta-Acost; Edna Suhail Guerrero-Lu; Jose Terrazas-Rodriguez; Cristian Gomez-Rodriguez; Gerardo Perea,"Application of Remote Sensing Tools to Assess the Land Use and Land Cover Change in Coatzacoalcos, V",Application of Remote Sensing Tools to Assess the Land Use and Land Cover Change,ORG,0.8,Application of Remote Sensing Tools to Assess the Land Use and Land Cover Change in Coatzacoalcos Veracruz Mexico Land
4,Dimitrios Paraforos; Anselme Muzirafuti; Josept David Revuelta-Acost; Edna Suhail Guerrero-Lu; Jose Terrazas-Rodriguez; Cristian Gomez-Rodriguez; Gerardo Perea,"Application of Remote Sensing Tools to Assess the Land Use and Land Cover Change in Coatzacoalcos, V",the last six years 2015-2021,DATE,0.8,recent LULC change analysis for the last six years 2015-2021 of Coatzacoalcos Veracruz Mexico one
4,Dimitrios Paraforos; Anselme Muzirafuti; Josept David Revuelta-Acost; Edna Suhail Guerrero-Lu; Jose Terrazas-Rodriguez; Cristian Gomez-Rodriguez; Gerardo Perea,"Application of Remote Sensing Tools to Assess the Land Use and Land Cover Change in Coatzacoalcos, V",Landsat 8 Operational Land Imager,ORG,0.8,analysis was carried out using Landsat 8 Operational Land Imager OLI satellite images ancillary data
4,Dimitrios Paraforos; Anselme Muzirafuti; Josept David Revuelta-Acost; Edna Suhail Guerrero-Lu; Jose Terrazas-Rodriguez; Cristian Gomez-Rodriguez; Gerardo Perea,"Application of Remote Sensing Tools to Assess the Land Use and Land Cover Change in Coatzacoalcos, V",the Normalized Difference Vegetation Index NDVI,ORG,0.8,ground-based surveys and the Normalized Difference Vegetation Index NDVI to identify and to ameliorate
