doc_id,authors,title,text,label,confidence,context,source
2,Charles Davison; | Carsten Rahbek; Naia Morueta-Holme; Carsten Rahbek,Land-use change and biodiversity: Challenges for assembling evidence on the greatest threat to natur, North America,GEO,0.9989155530929565, North America,model
2,Charles Davison; | Carsten Rahbek; Naia Morueta-Holme; Carsten Rahbek,Land-use change and biodiversity: Challenges for assembling evidence on the greatest threat to natur, Europe,GEO,0.9995980858802795, Europe,model
2,Charles Davison; | Carsten Rahbek; Naia Morueta-Holme; Carsten Rahbek,Land-use change and biodiversity: Challenges for assembling evidence on the greatest threat to natur, Africa,GEO,0.9995427131652832, Africa,model
2,Charles Davison; | Carsten Rahbek; Naia Morueta-Holme; Carsten Rahbek,Land-use change and biodiversity: Challenges for assembling evidence on the greatest threat to natur, Middle East,GEO,0.9994060397148132, Middle East,model
2,Charles Davison; | Carsten Rahbek; Naia Morueta-Holme; Carsten Rahbek,Land-use change and biodiversity: Challenges for assembling evidence on the greatest threat to natur, IPBES,ORG,0.8232574462890625, IPBES,model
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,China,GEO,1.0,a unique ecological zone in China the northeast Tibetan Plateau has,rule
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G,heastern Tibetan Plateau,GEO,0.7959321737289429,heastern Tibetan Plateau,model
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G, Geographical,OTHER,0.7739090323448181, Geographical,model
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G, Google Earth Engine,OTHER,0.9934496283531189, Google Earth Engine,model
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G, Gannan,GEO,0.996588408946991, Gannan,model
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G, China,GEO,0.999885082244873, China,model
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G, Tibetan Plateau,GEO,0.9551865458488464, Tibetan Plateau,model
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G, Ganan,GEO,0.9972259998321533, Ganan,model
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G, Landsat,OTHER,0.9386065006256104, Landsat,model
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G, Google Earth Engine GEE,OTHER,0.9939408302307129, Google Earth Engine GEE,model
3,Chenli Liu; Wenlong Li; Gaofeng Zhu; Huakun Zhou; Hepiao Yan; Pengfei Xue,Land Use/Land Cover Changes and Their Driving Factors in the Northeastern Tibetan Plateau Based on G, Earth,GEO,0.7023902535438538, Earth,model
4,Dimitrios Paraforos; Anselme Muzirafuti; Josept David Revuelta-Acost; Edna Suhail Guerrero-Lu; Jose Terrazas-Rodriguez; Cristian Gomez-Rodriguez; Gerardo Perea,"Application of Remote Sensing Tools to Assess the Land Use and Land Cover Change in Coatzacoalcos, V",Mexico,GEO,1.0,Cover Change in Coatzacoalcos Veracruz Mexico Land use and land cover,rule
4,Dimitrios Paraforos; Anselme Muzirafuti; Josept David Revuelta-Acost; Edna Suhail Guerrero-Lu; Jose Terrazas-Rodriguez; Cristian Gomez-Rodriguez; Gerardo Perea,"Application of Remote Sensing Tools to Assess the Land Use and Land Cover Change in Coatzacoalcos, V", Coatzacoalcos Veracruz Mexico,GEO,0.9994748830795288, Coatzacoalcos Veracruz Mexico,model
4,Dimitrios Paraforos; Anselme Muzirafuti; Josept David Revuelta-Acost; Edna Suhail Guerrero-Lu; Jose Terrazas-Rodriguez; Cristian Gomez-Rodriguez; Gerardo Perea,"Application of Remote Sensing Tools to Assess the Land Use and Land Cover Change in Coatzacoalcos, V", Interoceanic Corridor,OTHER,0.9464855194091797, Interoceanic Corridor,model
4,Dimitrios Paraforos; Anselme Muzirafuti; Josept David Revuelta-Acost; Edna Suhail Guerrero-Lu; Jose Terrazas-Rodriguez; Cristian Gomez-Rodriguez; Gerardo Perea,"Application of Remote Sensing Tools to Assess the Land Use and Land Cover Change in Coatzacoalcos, V", Landsat 8 Operational Land Imager OLI,OTHER,0.9732890129089355, Landsat 8 Operational Land Imager OLI,model
4,Dimitrios Paraforos; Anselme Muzirafuti; Josept David Revuelta-Acost; Edna Suhail Guerrero-Lu; Jose Terrazas-Rodriguez; Cristian Gomez-Rodriguez; Gerardo Perea,"Application of Remote Sensing Tools to Assess the Land Use and Land Cover Change in Coatzacoalcos, V", Normalized Difference Vegetation Index NDVI,OTHER,0.9262619018554688, Normalized Difference Vegetation Index NDVI,model
4,Dimitrios Paraforos; Anselme Muzirafuti; Josept David Revuelta-Acost; Edna Suhail Guerrero-Lu; Jose Terrazas-Rodriguez; Cristian Gomez-Rodriguez; Gerardo Perea,"Application of Remote Sensing Tools to Assess the Land Use and Land Cover Change in Coatzacoalcos, V", LULC,ORG,0.8075299263000488, LULC,model
4,Dimitrios Paraforos; Anselme Muzirafuti; Josept David Revuelta-Acost; Edna Suhail Guerrero-Lu; Jose Terrazas-Rodriguez; Cristian Gomez-Rodriguez; Gerardo Perea,"Application of Remote Sensing Tools to Assess the Land Use and Land Cover Change in Coatzacoalcos, V", Yuan,AUTHOR,0.9788692593574524, Yuan,model
4,Dimitrios Paraforos; Anselme Muzirafuti; Josept David Revuelta-Acost; Edna Suhail Guerrero-Lu; Jose Terrazas-Rodriguez; Cristian Gomez-Rodriguez; Gerardo Perea,"Application of Remote Sensing Tools to Assess the Land Use and Land Cover Change in Coatzacoalcos, V",bare soil,LULC,0.9,built-up vegetation and bare soil whereas the classes were an,matcher
4,Dimitrios Paraforos; Anselme Muzirafuti; Josept David Revuelta-Acost; Edna Suhail Guerrero-Lu; Jose Terrazas-Rodriguez; Cristian Gomez-Rodriguez; Gerardo Perea,"Application of Remote Sensing Tools to Assess the Land Use and Land Cover Change in Coatzacoalcos, V",urban development,LULC_process,0.9,agencies to make decisions on urban development and preservation of available natural,matcher
5,Andreas Rienow; Jan Schweighöfer; Torben Dedring; Marcus Goebel; Valerie Graw,Detecting land use and land cover change on Barbuda before and after the Hurricane Irma with respect, Barbuda,GEO,0.999294638633728, Barbuda,model
5,Andreas Rienow; Jan Schweighöfer; Torben Dedring; Marcus Goebel; Valerie Graw,Detecting land use and land cover change on Barbuda before and after the Hurricane Irma with respect, Irma,OTHER,0.9418245553970337, Irma,model
5,Andreas Rienow; Jan Schweighöfer; Torben Dedring; Marcus Goebel; Valerie Graw,Detecting land use and land cover change on Barbuda before and after the Hurricane Irma with respect, Maria,OTHER,0.8821426033973694, Maria,model
5,Andreas Rienow; Jan Schweighöfer; Torben Dedring; Marcus Goebel; Valerie Graw,Detecting land use and land cover change on Barbuda before and after the Hurricane Irma with respect, Codrington Lagoon National Park,GEO,0.9863061904907227, Codrington Lagoon National Park,model
5,Andreas Rienow; Jan Schweighöfer; Torben Dedring; Marcus Goebel; Valerie Graw,Detecting land use and land cover change on Barbuda before and after the Hurricane Irma with respect, Ramsar Program,OTHER,0.9857949614524841, Ramsar Program,model
5,Andreas Rienow; Jan Schweighöfer; Torben Dedring; Marcus Goebel; Valerie Graw,Detecting land use and land cover change on Barbuda before and after the Hurricane Irma with respect, Codrington,GEO,0.9947268962860107, Codrington,model
5,Andreas Rienow; Jan Schweighöfer; Torben Dedring; Marcus Goebel; Valerie Graw,Detecting land use and land cover change on Barbuda before and after the Hurricane Irma with respect, Coco,GEO,0.9825279116630554, Coco,model
5,Andreas Rienow; Jan Schweighöfer; Torben Dedring; Marcus Goebel; Valerie Graw,Detecting land use and land cover change on Barbuda before and after the Hurricane Irma with respect, Palmetto Points,GEO,0.9814245104789734, Palmetto Points,model
5,Andreas Rienow; Jan Schweighöfer; Torben Dedring; Marcus Goebel; Valerie Graw,Detecting land use and land cover change on Barbuda before and after the Hurricane Irma with respect, Mark Twain,AUTHOR,0.9983721971511841, Mark Twain,model
5,Andreas Rienow; Jan Schweighöfer; Torben Dedring; Marcus Goebel; Valerie Graw,Detecting land use and land cover change on Barbuda before and after the Hurricane Irma with respect, A,AUTHOR,0.997256338596344, A,model
5,Andreas Rienow; Jan Schweighöfer; Torben Dedring; Marcus Goebel; Valerie Graw,Detecting land use and land cover change on Barbuda before and after the Hurricane Irma with respect, Rienow,AUTHOR,0.9990630745887756, Rienow,model
5,Andreas Rienow; Jan Schweighöfer; Torben Dedring; Marcus Goebel; Valerie Graw,Detecting land use and land cover change on Barbuda before and after the Hurricane Irma with respect, Barbudans,OTHER,0.9768338203430176, Barbudans,model
5,Andreas Rienow; Jan Schweighöfer; Torben Dedring; Marcus Goebel; Valerie Graw,Detecting land use and land cover change on Barbuda before and after the Hurricane Irma with respect, Ohsome API,ORG,0.790031373500824, Ohsome API,model
6,Biswajit Nath; Zhihua Wang; Yong Ge; Kamrul Islam; Ramesh Singh; Zheng Niu,Land Use and Land Cover Change Modeling and Future Potential Landscape Risk Assessment Using Markov-,China,GEO,1.0,earthquake of south-west China. The Cellular automata-,rule
6,Biswajit Nath; Zhihua Wang; Yong Ge; Kamrul Islam; Ramesh Singh; Zheng Niu,Land Use and Land Cover Change Modeling and Future Potential Landscape Risk Assessment Using Markov-, Markov-CA Model,OTHER,0.930444061756134, Markov-CA Model,model
6,Biswajit Nath; Zhihua Wang; Yong Ge; Kamrul Islam; Ramesh Singh; Zheng Niu,Land Use and Land Cover Change Modeling and Future Potential Landscape Risk Assessment Using Markov-, Dujiangyan City,GEO,0.9944725632667542, Dujiangyan City,model
6,Biswajit Nath; Zhihua Wang; Yong Ge; Kamrul Islam; Ramesh Singh; Zheng Niu,Land Use and Land Cover Change Modeling and Future Potential Landscape Risk Assessment Using Markov-, DCEN,GEO,0.7373707890510559, DCEN,model
6,Biswajit Nath; Zhihua Wang; Yong Ge; Kamrul Islam; Ramesh Singh; Zheng Niu,Land Use and Land Cover Change Modeling and Future Potential Landscape Risk Assessment Using Markov-, China,GEO,0.9996852874755859, China,model
6,Biswajit Nath; Zhihua Wang; Yong Ge; Kamrul Islam; Ramesh Singh; Zheng Niu,Land Use and Land Cover Change Modeling and Future Potential Landscape Risk Assessment Using Markov-, Cellular automata-Markov chain CA-Markov,OTHER,0.9854802489280701, Cellular automata-Markov chain CA-Markov,model
6,Biswajit Nath; Zhihua Wang; Yong Ge; Kamrul Islam; Ramesh Singh; Zheng Niu,Land Use and Land Cover Change Modeling and Future Potential Landscape Risk Assessment Using Markov-, MC-AHP,OTHER,0.9905754923820496, MC-AHP,model
6,Biswajit Nath; Zhihua Wang; Yong Ge; Kamrul Islam; Ramesh Singh; Zheng Niu,Land Use and Land Cover Change Modeling and Future Potential Landscape Risk Assessment Using Markov-, Silk-Road Disaster,OTHER,0.9192090630531311, Silk-Road Disaster,model
6,Biswajit Nath; Zhihua Wang; Yong Ge; Kamrul Islam; Ramesh Singh; Zheng Niu,Land Use and Land Cover Change Modeling and Future Potential Landscape Risk Assessment Using Markov-, LULCC-M,OTHER,0.9406208992004395, LULCC-M,model
6,Biswajit Nath; Zhihua Wang; Yong Ge; Kamrul Islam; Ramesh Singh; Zheng Niu,Land Use and Land Cover Change Modeling and Future Potential Landscape Risk Assessment Using Markov-, Sustainable Development Goals,OTHER,0.9994940757751465, Sustainable Development Goals,model
6,Biswajit Nath; Zhihua Wang; Yong Ge; Kamrul Islam; Ramesh Singh; Zheng Niu,Land Use and Land Cover Change Modeling and Future Potential Landscape Risk Assessment Using Markov-, United Nations,ORG,0.9977391958236694, United Nations,model
6,Biswajit Nath; Zhihua Wang; Yong Ge; Kamrul Islam; Ramesh Singh; Zheng Niu,Land Use and Land Cover Change Modeling and Future Potential Landscape Risk Assessment Using Markov-, UN 2030 Sustainable Development Goals SDGs,OTHER,0.9830371737480164, UN 2030 Sustainable Development Goals SDGs,model
6,Biswajit Nath; Zhihua Wang; Yong Ge; Kamrul Islam; Ramesh Singh; Zheng Niu,Land Use and Land Cover Change Modeling and Future Potential Landscape Risk Assessment Using Markov-, LUCM,OTHER,0.8859612941741943, LUCM,model
6,Biswajit Nath; Zhihua Wang; Yong Ge; Kamrul Islam; Ramesh Singh; Zheng Niu,Land Use and Land Cover Change Modeling and Future Potential Landscape Risk Assessment Using Markov-, LULC,OTHER,0.9566747546195984, LULC,model
6,Biswajit Nath; Zhihua Wang; Yong Ge; Kamrul Islam; Ramesh Singh; Zheng Niu,Land Use and Land Cover Change Modeling and Future Potential Landscape Risk Assessment Using Markov-, CA-Markov,OTHER,0.9974148273468018, CA-Markov,model
6,Biswajit Nath; Zhihua Wang; Yong Ge; Kamrul Islam; Ramesh Singh; Zheng Niu,Land Use and Land Cover Change Modeling and Future Potential Landscape Risk Assessment Using Markov-, Sichuan,GEO,0.996478259563446, Sichuan,model
6,Biswajit Nath; Zhihua Wang; Yong Ge; Kamrul Islam; Ramesh Singh; Zheng Niu,Land Use and Land Cover Change Modeling and Future Potential Landscape Risk Assessment Using Markov-,urban development,LULC_process,0.9,useful to urban planners for urban development in a safe and sustainable,matcher
7,Buddhi Gyawali; Sandesh Shrestha; Aman Bhatta; Bijay Pokhr; Richard Cristan; George Antonious; Swagata Banerjee; Krishna Paudel,Assessing the Effect of Land-Use and Land-Cover Changes on Discharge and Sediment Yield in a Rural C,350 ha,SURFACE_UNIT,1.0,threshold critical source area of 350 ha between the suggested range by,rule
7,Buddhi Gyawali; Sandesh Shrestha; Aman Bhatta; Bijay Pokhr; Richard Cristan; George Antonious; Swagata Banerjee; Krishna Paudel,Assessing the Effect of Land-Use and Land-Cover Changes on Discharge and Sediment Yield in a Rural C, Kentucky USA,GEO,0.9997904300689697, Kentucky USA,model
7,Buddhi Gyawali; Sandesh Shrestha; Aman Bhatta; Bijay Pokhr; Richard Cristan; George Antonious; Swagata Banerjee; Krishna Paudel,Assessing the Effect of Land-Use and Land-Cover Changes on Discharge and Sediment Yield in a Rural C, Appalachian Mountain,GEO,0.987172544002533, Appalachian Mountain,model
7,Buddhi Gyawali; Sandesh Shrestha; Aman Bhatta; Bijay Pokhr; Richard Cristan; George Antonious; Swagata Banerjee; Krishna Paudel,Assessing the Effect of Land-Use and Land-Cover Changes on Discharge and Sediment Yield in a Rural C, Kentucky,GEO,0.9998067021369934, Kentucky,model
7,Buddhi Gyawali; Sandesh Shrestha; Aman Bhatta; Bijay Pokhr; Richard Cristan; George Antonious; Swagata Banerjee; Krishna Paudel,Assessing the Effect of Land-Use and Land-Cover Changes on Discharge and Sediment Yield in a Rural C, Yellow Creek Watershed Kentucky USA,GEO,0.9958813786506653, Yellow Creek Watershed Kentucky USA,model
7,Buddhi Gyawali; Sandesh Shrestha; Aman Bhatta; Bijay Pokhr; Richard Cristan; George Antonious; Swagata Banerjee; Krishna Paudel,Assessing the Effect of Land-Use and Land-Cover Changes on Discharge and Sediment Yield in a Rural C, Soil and Water Assessment Tool SWAT,OTHER,0.9463561773300171, Soil and Water Assessment Tool SWAT,model
7,Buddhi Gyawali; Sandesh Shrestha; Aman Bhatta; Bijay Pokhr; Richard Cristan; George Antonious; Swagata Banerjee; Krishna Paudel,Assessing the Effect of Land-Use and Land-Cover Changes on Discharge and Sediment Yield in a Rural C,-,OTHER,0.8849028944969177,-,model
7,Buddhi Gyawali; Sandesh Shrestha; Aman Bhatta; Bijay Pokhr; Richard Cristan; George Antonious; Swagata Banerjee; Krishna Paudel,Assessing the Effect of Land-Use and Land-Cover Changes on Discharge and Sediment Yield in a Rural C, NSE RM,OTHER,0.704002857208252, NSE RM,model
7,Buddhi Gyawali; Sandesh Shrestha; Aman Bhatta; Bijay Pokhr; Richard Cristan; George Antonious; Swagata Banerjee; Krishna Paudel,Assessing the Effect of Land-Use and Land-Cover Changes on Discharge and Sediment Yield in a Rural C, Yellow Creek Watershed,GEO,0.9922313690185547, Yellow Creek Watershed,model
7,Buddhi Gyawali; Sandesh Shrestha; Aman Bhatta; Bijay Pokhr; Richard Cristan; George Antonious; Swagata Banerjee; Krishna Paudel,Assessing the Effect of Land-Use and Land-Cover Changes on Discharge and Sediment Yield in a Rural C, Appalachian Mountains,GEO,0.9915865659713745, Appalachian Mountains,model
7,Buddhi Gyawali; Sandesh Shrestha; Aman Bhatta; Bijay Pokhr; Richard Cristan; George Antonious; Swagata Banerjee; Krishna Paudel,Assessing the Effect of Land-Use and Land-Cover Changes on Discharge and Sediment Yield in a Rural C, World War II,OTHER,0.975203812122345, World War II,model
7,Buddhi Gyawali; Sandesh Shrestha; Aman Bhatta; Bijay Pokhr; Richard Cristan; George Antonious; Swagata Banerjee; Krishna Paudel,Assessing the Effect of Land-Use and Land-Cover Changes on Discharge and Sediment Yield in a Rural C, United States,GEO,0.9997864961624146, United States,model
7,Buddhi Gyawali; Sandesh Shrestha; Aman Bhatta; Bijay Pokhr; Richard Cristan; George Antonious; Swagata Banerjee; Krishna Paudel,Assessing the Effect of Land-Use and Land-Cover Changes on Discharge and Sediment Yield in a Rural C, SWAT,OTHER,0.9727905988693237, SWAT,model
7,Buddhi Gyawali; Sandesh Shrestha; Aman Bhatta; Bijay Pokhr; Richard Cristan; George Antonious; Swagata Banerjee; Krishna Paudel,Assessing the Effect of Land-Use and Land-Cover Changes on Discharge and Sediment Yield in a Rural C,urban development,LULC_process,0.9,into coal-mine lands urban development and growth in pastureland.,matcher
8,Justine Luwa; Yazidhi Bamutaze; Jackson-Gilbert Majaliwa Mwanjalolo; Daniel Waiswa; Petter Pilesjö; Espoir Mukengere,Impacts of land use and land cover change in response to different driving forces in Uganda: evidenc,Uganda,GEO,1.0,to different driving forces in Uganda evidence from a review This,rule
8,Justine Luwa; Yazidhi Bamutaze; Jackson-Gilbert Majaliwa Mwanjalolo; Daniel Waiswa; Petter Pilesjö; Espoir Mukengere,Impacts of land use and land cover change in response to different driving forces in Uganda: evidenc,Africa,GEO,1.0,a landlocked country in East Africa located in Southeast Africa between,rule
8,Justine Luwa; Yazidhi Bamutaze; Jackson-Gilbert Majaliwa Mwanjalolo; Daniel Waiswa; Petter Pilesjö; Espoir Mukengere,Impacts of land use and land cover change in response to different driving forces in Uganda: evidenc,Sudan,GEO,1.0,within Uganda and with South Sudan and DR. Congo.,rule
8,Justine Luwa; Yazidhi Bamutaze; Jackson-Gilbert Majaliwa Mwanjalolo; Daniel Waiswa; Petter Pilesjö; Espoir Mukengere,Impacts of land use and land cover change in response to different driving forces in Uganda: evidenc,Congo,GEO,1.0,South Sudan and DR. Congo. There has also been,rule
8,Justine Luwa; Yazidhi Bamutaze; Jackson-Gilbert Majaliwa Mwanjalolo; Daniel Waiswa; Petter Pilesjö; Espoir Mukengere,Impacts of land use and land cover change in response to different driving forces in Uganda: evidenc, Uganda,GEO,0.999950647354126, Uganda,model
8,Justine Luwa; Yazidhi Bamutaze; Jackson-Gilbert Majaliwa Mwanjalolo; Daniel Waiswa; Petter Pilesjö; Espoir Mukengere,Impacts of land use and land cover change in response to different driving forces in Uganda: evidenc, East Africa,GEO,0.9764066934585571, East Africa,model
8,Justine Luwa; Yazidhi Bamutaze; Jackson-Gilbert Majaliwa Mwanjalolo; Daniel Waiswa; Petter Pilesjö; Espoir Mukengere,Impacts of land use and land cover change in response to different driving forces in Uganda: evidenc, Southeast Africa,GEO,0.8210693597793579, Southeast Africa,model
8,Justine Luwa; Yazidhi Bamutaze; Jackson-Gilbert Majaliwa Mwanjalolo; Daniel Waiswa; Petter Pilesjö; Espoir Mukengere,Impacts of land use and land cover change in response to different driving forces in Uganda: evidenc, UBOS,ORG,0.7340595722198486, UBOS,model
8,Justine Luwa; Yazidhi Bamutaze; Jackson-Gilbert Majaliwa Mwanjalolo; Daniel Waiswa; Petter Pilesjö; Espoir Mukengere,Impacts of land use and land cover change in response to different driving forces in Uganda: evidenc, C,OTHER,0.8874328136444092, C,model
8,Justine Luwa; Yazidhi Bamutaze; Jackson-Gilbert Majaliwa Mwanjalolo; Daniel Waiswa; Petter Pilesjö; Espoir Mukengere,Impacts of land use and land cover change in response to different driving forces in Uganda: evidenc, Preferred Reporting Items for Systematic Reviews,OTHER,0.8070630431175232, Preferred Reporting Items for Systematic Reviews,model
8,Justine Luwa; Yazidhi Bamutaze; Jackson-Gilbert Majaliwa Mwanjalolo; Daniel Waiswa; Petter Pilesjö; Espoir Mukengere,Impacts of land use and land cover change in response to different driving forces in Uganda: evidenc,Analyses PRISMA,OTHER,0.8002887964248657,Analyses PRISMA,model
9,Felicia Akinyemi,"Vegetation Trends, Drought Severity and Land Use-Land Cover Change during the Growing Season in Semi",Botswana,GEO,1.0,areas of economic importance to Botswana as case studies. Vegetation,rule
9,Felicia Akinyemi,"Vegetation Trends, Drought Severity and Land Use-Land Cover Change during the Growing Season in Semi",Africa,GEO,1.0,for environment and security in Africa MESA . The MESA was,rule
9,Felicia Akinyemi,"Vegetation Trends, Drought Severity and Land Use-Land Cover Change during the Growing Season in Semi",Madagascar,GEO,1.0,comprising 15 countries and included Madagascar and the Democratic Republic of,rule
9,Felicia Akinyemi,"Vegetation Trends, Drought Severity and Land Use-Land Cover Change during the Growing Season in Semi",Congo,GEO,1.0,and the Democratic Republic of Congo. The dekadal NDVI datasets,rule
9,Felicia Akinyemi,"Vegetation Trends, Drought Severity and Land Use-Land Cover Change during the Growing Season in Semi", Geographic Information System,OTHER,0.9777058959007263, Geographic Information System,model
9,Felicia Akinyemi,"Vegetation Trends, Drought Severity and Land Use-Land Cover Change during the Growing Season in Semi", Botswana,GEO,0.9998446106910706, Botswana,model
9,Felicia Akinyemi,"Vegetation Trends, Drought Severity and Land Use-Land Cover Change during the Growing Season in Semi", Vegetation Condition Index,OTHER,0.8864328861236572, Vegetation Condition Index,model
