sentenceID,sentence,source,source_type,relationship,target,target_type,confidence
5,"land was decreased nearly by half in 2002 compared to its coverage in 1984, while the size of the gallery did not change much",land,LULC,DECREASED_BY,half,CARDINAL,HIGH
5,"land was decreased nearly by half in 2002 compared to its coverage in 1984, while the size of the gallery did not change much",land,LULC,COMPARED_TO,land,LULC,MEDIUM
5,"land was decreased nearly by half in 2002 compared to its coverage in 1984, while the size of the gallery did not change much",land,LULC,OCCURS_DURING,2002,DATE,HIGH
5,"land was decreased nearly by half in 2002 compared to its coverage in 1984, while the size of the gallery did not change much",land,LULC,OCCURS_DURING,1984,DATE,HIGH
6,"About 26 and 31% of the total area of natural vegetation (, woodland and tree) will be converted to farmland and degraded by 2050 if we assume the dynamics recorded from 1975 to 1990 and 1990-2010, respectively",total area of natural vegetation,LULC,CONTAINS,woodland,LULC,HIGH
6,"About 26 and 31% of the total area of natural vegetation (, woodland and tree) will be converted to farmland and degraded by 2050 if we assume the dynamics recorded from 1975 to 1990 and 1990-2010, respectively",total area of natural vegetation,LULC,CONTAINS,tree,LULC,HIGH
6,"About 26 and 31% of the total area of natural vegetation (, woodland and tree) will be converted to farmland and degraded by 2050 if we assume the dynamics recorded from 1975 to 1990 and 1990-2010, respectively",woodland,LULC,PART_OF,total area of natural vegetation,LULC,HIGH
6,"About 26 and 31% of the total area of natural vegetation (, woodland and tree) will be converted to farmland and degraded by 2050 if we assume the dynamics recorded from 1975 to 1990 and 1990-2010, respectively",tree,LULC,PART_OF,total area of natural vegetation,LULC,HIGH
6,"About 26 and 31% of the total area of natural vegetation (, woodland and tree) will be converted to farmland and degraded by 2050 if we assume the dynamics recorded from 1975 to 1990 and 1990-2010, respectively",total area of natural vegetation,LULC,TO_BE_CONVERTED,farmland,LULC,HIGH
6,"About 26 and 31% of the total area of natural vegetation (, woodland and tree) will be converted to farmland and degraded by 2050 if we assume the dynamics recorded from 1975 to 1990 and 1990-2010, respectively",total area of natural vegetation,LULC,TO_Become_DEGRADED,degraded,CHANGE,HIGH
6,"About 26 and 31% of the total area of natural vegetation (, woodland and tree) will be converted to farmland and degraded by 2050 if we assume the dynamics recorded from 1975 to 1990 and 1990-2010, respectively",26%,PERCENT,MEASURES,part of total area of natural vegetation,LULC,HIGH
6,"About 26 and 31% of the total area of natural vegetation (, woodland and tree) will be converted to farmland and degraded by 2050 if we assume the dynamics recorded from 1975 to 1990 and 1990-2010, respectively",31%,PERCENT,MEASURES,part of total area of natural vegetation,LULC,HIGH
6,"About 26 and 31% of the total area of natural vegetation (, woodland and tree) will be converted to farmland and degraded by 2050 if we assume the dynamics recorded from 1975 to 1990 and 1990-2010, respectively",1975,DATE,OCCURS_BEFORE,1990,DATE,HIGH
7,"Assuming the dynamics recorded in the second period, the amounts of land covered by, woodland and tree will decrease by 5, 9 and 17% of their cover in 1990, respectively, while the amount of degraded and farmland will increase by 9 and 22% of the total area, respectively",woodland,LULC,DECREASES_BY,5%,PERCENT,HIGH
7,"Assuming the dynamics recorded in the second period, the amounts of land covered by, woodland and tree will decrease by 5, 9 and 17% of their cover in 1990, respectively, while the amount of degraded and farmland will increase by 9 and 22% of the total area, respectively",tree,LULC,DECREASES_BY,9%,PERCENT,HIGH
7,"Assuming the dynamics recorded in the second period, the amounts of land covered by, woodland and tree will decrease by 5, 9 and 17% of their cover in 1990, respectively, while the amount of degraded and farmland will increase by 9 and 22% of the total area, respectively",tree,LULC,DECREASES_BY,17%,PERCENT,HIGH
7,"Assuming the dynamics recorded in the second period, the amounts of land covered by, woodland and tree will decrease by 5, 9 and 17% of their cover in 1990, respectively, while the amount of degraded and farmland will increase by 9 and 22% of the total area, respectively",degraded,LULC,INCREASES_BY,9%,PERCENT,HIGH
7,"Assuming the dynamics recorded in the second period, the amounts of land covered by, woodland and tree will decrease by 5, 9 and 17% of their cover in 1990, respectively, while the amount of degraded and farmland will increase by 9 and 22% of the total area, respectively",farmland,LULC,INCREASES_BY,22%,PERCENT,HIGH
8,"Conversely the decrease in the herbaceous standing, due to the shortening of the period, the extension of cultivated and cleared fields, the grazing by cattle, and more generally the increment in landscape discontinuities limit the spread of fire and the size of burnt areas",herbaceous standing,LULC,DECREASED_BY,period,DATE,HIGH
8,"Conversely the decrease in the herbaceous standing, due to the shortening of the period, the extension of cultivated and cleared fields, the grazing by cattle, and more generally the increment in landscape discontinuities limit the spread of fire and the size of burnt areas",herbaceous standing,LULC,LIMITED_BY,fire,PROCESS,HIGH
8,"Conversely the decrease in the herbaceous standing, due to the shortening of the period, the extension of cultivated and cleared fields, the grazing by cattle, and more generally the increment in landscape discontinuities limit the spread of fire and the size of burnt areas",herbaceous standing,LULC,LIMITED_BY,landscape discontinuities,PROCESS,HIGH
8,"Conversely the decrease in the herbaceous standing, due to the shortening of the period, the extension of cultivated and cleared fields, the grazing by cattle, and more generally the increment in landscape discontinuities limit the spread of fire and the size of burnt areas",herbaceous standing,LULC,LIMITED_BY,grazing by cattle,PROCESS,HIGH
8,"Conversely the decrease in the herbaceous standing, due to the shortening of the period, the extension of cultivated and cleared fields, the grazing by cattle, and more generally the increment in landscape discontinuities limit the spread of fire and the size of burnt areas",cultivated and cleared fields,LULC,EXTENDED,period,DATE,HIGH
8,"Conversely the decrease in the herbaceous standing, due to the shortening of the period, the extension of cultivated and cleared fields, the grazing by cattle, and more generally the increment in landscape discontinuities limit the spread of fire and the size of burnt areas",burnt areas,LULC,SIZE_OF,fire,PROCESS,HIGH
9,"describes Rwandan as caught in a ""low investment trap"" less than 10% of cropland is irrigated, while tractors, bank credit and government aid are all scarce",Rwandan,LOC,AFFECTED_BY,low investment trap,PROCESS,HIGH
9,"describes Rwandan as caught in a ""low investment trap"" less than 10% of cropland is irrigated, while tractors, bank credit and government aid are all scarce",less than 10%,PERCENT,APPLIES_TO,irrigation,QUANTITY,HIGH
9,"describes Rwandan as caught in a ""low investment trap"" less than 10% of cropland is irrigated, while tractors, bank credit and government aid are all scarce",cropland,LULC,HAS_FEATURE,irrigation,QUANTITY,HIGH
10,"Due to the weeding practice, dominates in cropped fields in the early growing season while herbaceous vegetation continues to grow in fallows and rangelands",weeding practice,PROCESS,CAUSES,dominates,CHANGE,HIGH
10,"Due to the weeding practice, dominates in cropped fields in the early growing season while herbaceous vegetation continues to grow in fallows and rangelands",dominates,CHANGE,OCCURS_DURING,early growing season,DATE,HIGH
10,"Due to the weeding practice, dominates in cropped fields in the early growing season while herbaceous vegetation continues to grow in fallows and rangelands",herbaceous vegetation,LULC,GROWS_IN,fallow,LULC,HIGH
10,"Due to the weeding practice, dominates in cropped fields in the early growing season while herbaceous vegetation continues to grow in fallows and rangelands",herbaceous vegetation,LULC,GROWS_IN,rangelands,LULC,HIGH
11,"In 1986, the grazing land had much higher proportion of the total regional area than other types while the size of croplands was substantially high after 16 years (Table)",,,,,,
12,"In 1990, woodland and tree were still the dominant types",4. Each relation must follow the format: source_entity,SOURCE_LABEL,RELATIONSHIP,target_entity,TARGET_LABEL,
12,"In 1990, woodland and tree were still the dominant types",entity,ENTITY_TYPE,RELATIONSHIP,entity,ENTITY_TYPE,confidence_level
13,"In fact, some NTFP-providing trees, such as the baobab (Adansonia digitata) and the shea tree (Vitellaria paradoxa), are protected by farmers during the agricultural cycle of and fallows and are therefore still well preserved",NTFP-providing trees,LULC,PROTECTED,farmers,PER,MEDIUM
13,"In fact, some NTFP-providing trees, such as the baobab (Adansonia digitata) and the shea tree (Vitellaria paradoxa), are protected by farmers during the agricultural cycle of and fallows and are therefore still well preserved",baobab,LULC,IS_A,Adansonia digitata,LULC,HIGH
13,"In fact, some NTFP-providing trees, such as the baobab (Adansonia digitata) and the shea tree (Vitellaria paradoxa), are protected by farmers during the agricultural cycle of and fallows and are therefore still well preserved",shea tree,LULC,IS_A,Vitellaria paradoxa,LULC,HIGH
13,"In fact, some NTFP-providing trees, such as the baobab (Adansonia digitata) and the shea tree (Vitellaria paradoxa), are protected by farmers during the agricultural cycle of and fallows and are therefore still well preserved",farmers,PER,FOLLOW,agricultural cycle,PROCESS,MEDIUM
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing population of Niamey only 80 km away",rangelands,LOC,LOCATED_IN,woody vegetation,LULC,HIGH
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing population of Niamey only 80 km away",pressure on wood resources,PROCESS,CAUSES,woody vegetation,LULC,HIGH
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing population of Niamey only 80 km away",demand for fuel and construction wood,QUANTITY,AFFECTS,pressure on wood resources,PROCESS,HIGH
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing population of Niamey only 80 km away",local rural population,PERCENT,AFFECTS,pressure on wood resources,PROCESS,HIGH
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing population of Niamey only 80 km away",Niamey,LOC,LOCATED_NEARBY,rangelands,LOC,HIGH
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing population of Niamey only 80 km away",rapidly growing population,PROCESS,CAUSES,pressure on wood resources,PROCESS,HIGH
15,"In Saloum Senegal, with the increase of cultivated land and shortening of cycles, soils have become less fertile close to the villages, although land away from the settlement gained in size, mainly due to out-migration",Saloum,LOC,LOCATED_IN,Senegal,LOC,HIGH
15,"In Saloum Senegal, with the increase of cultivated land and shortening of cycles, soils have become less fertile close to the villages, although land away from the settlement gained in size, mainly due to out-migration",soils,LULC,LOCATED_NEAR,village,LOC,HIGH
15,"In Saloum Senegal, with the increase of cultivated land and shortening of cycles, soils have become less fertile close to the villages, although land away from the settlement gained in size, mainly due to out-migration",soils,LULC,LOCATED_NEAR,settlement,LOC,HIGH
15,"In Saloum Senegal, with the increase of cultivated land and shortening of cycles, soils have become less fertile close to the villages, although land away from the settlement gained in size, mainly due to out-migration",land,LULC,AWAY_FROM,settlement,LOC,HIGH
16,Irrigation from rivers is regarded as minor driver of,,,,,,
17,"On the one hand, tree growth and on fields have led to an increase of woody cover in proximity to the village",tree growth,PROCESS,CAUSES,increase,QUANTITY,HIGH
17,"On the one hand, tree growth and on fields have led to an increase of woody cover in proximity to the village",increase,QUANTITY,MEASURES,woody cover,LULC,HIGH
17,"On the one hand, tree growth and on fields have led to an increase of woody cover in proximity to the village",woody cover,LULC,LOCATED_IN,proximity to the village,LOCATION,HIGH
18,"Rangelands are grazed year-round under communal access but grazing also extends to fallows, year-round or only in the dry season depending on accessibility, and to cropped fields after the harvest",Rangelands,LULC,GRAZED,year-round,TIME,HIGH
18,"Rangelands are grazed year-round under communal access but grazing also extends to fallows, year-round or only in the dry season depending on accessibility, and to cropped fields after the harvest",Rangelands,LULC,GRAZED,fallows,LULC,MEDIUM
18,"Rangelands are grazed year-round under communal access but grazing also extends to fallows, year-round or only in the dry season depending on accessibility, and to cropped fields after the harvest",Rangelands,LULC,GRAZED,cropped fields,LULC,MEDIUM
18,"Rangelands are grazed year-round under communal access but grazing also extends to fallows, year-round or only in the dry season depending on accessibility, and to cropped fields after the harvest",grazing,PROCESS,EXTENDS_TO,fallows,LULC,HIGH
18,"Rangelands are grazed year-round under communal access but grazing also extends to fallows, year-round or only in the dry season depending on accessibility, and to cropped fields after the harvest",grazing,PROCESS,EXTENDS_TO,cropped fields,LULC,HIGH
18,"Rangelands are grazed year-round under communal access but grazing also extends to fallows, year-round or only in the dry season depending on accessibility, and to cropped fields after the harvest",dry season,TIME,DEPENDS_ON,accessibility,PROCESS,HIGH
18,"Rangelands are grazed year-round under communal access but grazing also extends to fallows, year-round or only in the dry season depending on accessibility, and to cropped fields after the harvest",cropping,PROCESS,AFTER,harvest,EVENT,HIGH
19,"Ratios of to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush- ""would lead to a steady decline in fertility,"" 2 in Koho, where bush- is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Ratios,QUANTITY,MEASURES,cultivated area,LULC,HIGH
19,"Ratios of to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush- ""would lead to a steady decline in fertility,"" 2 in Koho, where bush- is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Woure,LOC,HAS,ratios,QUANTITY,MEDIUM
19,"Ratios of to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush- ""would lead to a steady decline in fertility,"" 2 in Koho, where bush- is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Silgey,LOC,HAS,ratios,QUANTITY,MEDIUM
19,"Ratios of to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush- ""would lead to a steady decline in fertility,"" 2 in Koho, where bush- is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Kolbila,LOC,HAS,ratios,QUANTITY,MEDIUM
19,"Ratios of to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush- ""would lead to a steady decline in fertility,"" 2 in Koho, where bush- is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Koho,LOC,HAS,ratios,QUANTITY,MEDIUM
19,"Ratios of to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush- ""would lead to a steady decline in fertility,"" 2 in Koho, where bush- is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Sayero,LOC,HAS,ratios,QUANTITY,MEDIUM
19,"Ratios of to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush- ""would lead to a steady decline in fertility,"" 2 in Koho, where bush- is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",bush,LULC,LEADS_TO,decline,CHANGE,HIGH
19,"Ratios of to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush- ""would lead to a steady decline in fertility,"" 2 in Koho, where bush- is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",bush,LULC,MAKES,fertility,QUANTITY decline,MEDIUM
20,Regular keeps the soil penetrable and farmers are aware of the benefits of trees in their fields,trees,LULC,FOUND_IN,fields,LULC,MEDIUM
