sentence_id,sentence,source,relationship,target,confidence
16,"From the expert interviews, we learned that migration is a driver and a consequence of [LULCC] and p...",labour_shortage,CAUSES,> [LULCC],HIGH
17,"In 1986, the grazing land had much higher proportion of the total regional area than other [land use...",1986,OCCURS_DURING,[event],HIGH
17,"In 1986, the grazing land had much higher proportion of the total regional area than other [land use...",croplands,INCREASES_BY,[quantity],MEDIUM
18,"In 1990, woodland and tree [savanna] were still the dominant [land cover] types",1990,OCCURS_DURING,"""In 1990""",HIGH
19,"In fact, some NTFP-providing trees, such as the baobab (Adansonia digitata) and the shea tree (Vitel...",cultivation,OCCURS_DURING,agricultural cycle,HIGH
19,"In fact, some NTFP-providing trees, such as the baobab (Adansonia digitata) and the shea tree (Vitel...",fallows,LOCATED_IN,agricultural cycle,MEDIUM
20,"In his study of the ICRISAT villages, he argues that, except in Sayero, all ""have passed or are appr...",bush-[fallow] rotation,AFFECTS,soil fertility,HIGH
21,"In northern Burkina Faso, temporary migration is also one of the diversification strategies observed...",[Land use conflicts],OCCURS_DURING,[last few years],HIGH
21,"In northern Burkina Faso, temporary migration is also one of the diversification strategies observed...",[Sahel region],LOCATED_IN,[northern Burkina Faso],HIGH
21,"In northern Burkina Faso, temporary migration is also one of the diversification strategies observed...",[Global climate change],CAUSES,[land use conflicts],MEDIUM
22,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resour...",increasing pressure,CAUSES,decrease in woody vegetation,HIGH
23,"In Saloum Senegal, with the increase of cultivated land and shortening of [fallow] cycles, soils hav...",increase,CAUSES,> decrease,HIGH
23,"In Saloum Senegal, with the increase of cultivated land and shortening of [fallow] cycles, soils hav...",decrease,INCREASES_BY,> gain,MEDIUM
23,"In Saloum Senegal, with the increase of cultivated land and shortening of [fallow] cycles, soils hav...",fallow,LOCATED_IN,> Saloum,HIGH
23,"In Saloum Senegal, with the increase of cultivated land and shortening of [fallow] cycles, soils hav...",fallow,LOCATED_IN,> Senegal,HIGH
23,"In Saloum Senegal, with the increase of cultivated land and shortening of [fallow] cycles, soils hav...",fallow,CAUSES,> less_fertile,MEDIUM
23,"In Saloum Senegal, with the increase of cultivated land and shortening of [fallow] cycles, soils hav...",out-migration,CAUSES,> gain,MEDIUM
24,"In the case of Ghana, that statement might be true for Kumasi as expanding [city] in the hinterlands...",Ghana,LOCATED_IN,Africa,HIGH
25,"In the past, missing or low fertilizer input was compensated by the [crop]-[fallow] practice, but la...",population_growth,CAUSES,land_pressure,HIGH
26,"In Yale ´, the size of [crop] and grazing lands increased by 9 and 18% in 2002 compared to the sizes...",crop,INCREASES_BY,9%,HIGH
26,"In Yale ´, the size of [crop] and grazing lands increased by 9 and 18% in 2002 compared to the sizes...",crop,INCREASES_BY,18%,HIGH
26,"In Yale ´, the size of [crop] and grazing lands increased by 9 and 18% in 2002 compared to the sizes...",forest,DECREASES_BY,nearly 50%,HIGH
26,"In Yale ´, the size of [crop] and grazing lands increased by 9 and 18% in 2002 compared to the sizes...",1984,OCCURS_DURING,past,HIGH
26,"In Yale ´, the size of [crop] and grazing lands increased by 9 and 18% in 2002 compared to the sizes...",2002,OCCURS_DURING,past,HIGH
27,Ineffective [land use] planning can contribute to an increase in land fragmentation resulting in los...,Ineffective [land use] planning,CAUSES,increase | CHANGE,HIGH
28,Interviews and literature review showed that biophysical factors as drivers of [LULCC] were frequent...,drivers,CAUSES,LULCC,HIGH
30,It is well known that the availability of [fallow] land and hence the duration of [fallow] periods d...,population density,INCREASES_BY,increasing,HIGH
31,"On the one hand, the shallow soils were not able to temper droughts, leading to a massive dying of t...",droughts,CAUSES,dying,HIGH
31,"On the one hand, the shallow soils were not able to temper droughts, leading to a massive dying of t...",dying,AFFECTS,trees,HIGH
31,"On the one hand, the shallow soils were not able to temper droughts, leading to a massive dying of t...",dying,AFFECTS,shrubs,HIGH
32,"On the one hand, tree growth and [agroforestry] on fields have led to an increase of woody cover in ...",[tree growth],INCREASES_BY,[woody cover],HIGH
32,"On the one hand, tree growth and [agroforestry] on fields have led to an increase of woody cover in ...",[agroforestry],CAUSES,[tree growth],MEDIUM
33,"One explanation could be the indistinct influence of indirect drivers on [LULCC], for example, chang...",drivers,CAUSES,changes,HIGH
33,"One explanation could be the indistinct influence of indirect drivers on [LULCC], for example, chang...",religious_patterns,CAUSES,changes,MEDIUM
34,One of the fundamental factors has been demographic growth and the growth in [urban] food demands,demographic_growth,CAUSES,growth,HIGH
35,Other areas have experienced a decrease in [crop] land despite a population increase,population_increase,CAUSES,increase_in_demand_for_resources,HIGH
35,Other areas have experienced a decrease in [crop] land despite a population increase,decrease_in_crop_land,DECREASES_BY,population_growth,MEDIUM
36,"P9: We know that [urbanisation] is coming, it\'s growing",urbanisation,AFFECTS,,HIGH
37,"Rangelands are grazed year-round under communal access but grazing also extends to fallows, year-rou...",rangelands,LOCATED_IN,communal_access,HIGH
37,"Rangelands are grazed year-round under communal access but grazing also extends to fallows, year-rou...",grazing,AFFECTS,rangelands,MEDIUM
37,"Rangelands are grazed year-round under communal access but grazing also extends to fallows, year-rou...",year-round,OCCURS_DURING,grazing,MEDIUM
37,"Rangelands are grazed year-round under communal access but grazing also extends to fallows, year-rou...",dry_season,OCCURS_DURING,grazing,MEDIUM
37,"Rangelands are grazed year-round under communal access but grazing also extends to fallows, year-rou...",accessibility,AFFECTS,grazing_on_fallow,MEDIUM
39,Regular [cultivation] keeps the soil penetrable and farmers are aware of the benefits of trees in th...,cultivation,LOCATED_IN,fields,HIGH
39,Regular [cultivation] keeps the soil penetrable and farmers are aware of the benefits of trees in th...,trees,LOCATED_IN,fields,HIGH
46,The actual size and proportion of the different [land use] types changed during the study period,study_period,OCCURS_DURING,change,HIGH
47,The available evidence suggests that [forest] loss and degradation has been caused primarily by agri...,forest_loss,CAUSES,deforestation,HIGH
47,The available evidence suggests that [forest] loss and degradation has been caused primarily by agri...,deforestation,ENABLES,agricultural_expansion,MEDIUM
48,The dependent variable is growth in the [urbanization] rate,growth,INCREASES_BY,urbanization_rate,MEDIUM
48,The dependent variable is growth in the [urbanization] rate,urbanization,CAUSES,growth,LOW
49,The majority (94%) of the households keep livestock which plays an important role as a saving and se...,94%,MEASURES,majority (of households),HIGH
50,"The plots were only cropped one year and with little success, after which irreversible soil [erosion...",agricultural land,DECREASES_BY,productivity,HIGH
50,"The plots were only cropped one year and with little success, after which irreversible soil [erosion...",agricultural land,CAUSES,soil erosion,MEDIUM
51,The reasons for the decline described by the authors are droughts and declining rainfall in the past...,droughts and declining rainfall,CAUSES,decline,HIGH
51,The reasons for the decline described by the authors are droughts and declining rainfall in the past...,the past 30 years,OCCURS_DURING,decline,HIGH
51,The reasons for the decline described by the authors are droughts and declining rainfall in the past...,risk,AFFECTS,rain-fed cultivation,MEDIUM
56,"Thus, changes in [land use] strategies result not only in a simple expansion of fields to new and le...",changes_in_land_use_strategies,CAUSES,expansion_of_fields,HIGH
58,"Thus, the coherence between spatially related socio-economic characteristics of the households, agri...",Yomboli,LOCATED_IN,{unspecified},HIGH
59,To investigate and quantify [land cover] changes over 44 years including aspects of degradation and ...,CHANGE,OCCURS_DURING,44 years,HIGH
61,"Tree cover, in both dense [forest] and the agricultural mosaics, is lost as a result",forest,DECREASES_BY,> Tree cover,HIGH
61,"Tree cover, in both dense [forest] and the agricultural mosaics, is lost as a result",agricultural mosaics,CAUSES,> Loss of tree cover,MEDIUM
63,"We then turn to evidence on the migration channel itself.'}}, {'@xmlns': 'http://www.tei-c.org/ns/1....",conflict,AFFECTS,urbanization,HIGH
63,"We then turn to evidence on the migration channel itself.'}}, {'@xmlns': 'http://www.tei-c.org/ns/1....",urbanization,LOCATED_IN,7.1,MEDIUM
63,"We then turn to evidence on the migration channel itself.'}}, {'@xmlns': 'http://www.tei-c.org/ns/1....",conflict,CAUSES,urbanization_change,MEDIUM
63,"We then turn to evidence on the migration channel itself.'}}, {'@xmlns': 'http://www.tei-c.org/ns/1....",urbanization_change,TRANSFORMS_TO,urbanization,HIGH
63,"We then turn to evidence on the migration channel itself.'}}, {'@xmlns': 'http://www.tei-c.org/ns/1....",urbanization,OCCURS_DURING,study_period,MEDIUM
63,"We then turn to evidence on the migration channel itself.'}}, {'@xmlns': 'http://www.tei-c.org/ns/1....",urbanization,INCREASES_BY,urban_growth_rate,HIGH
63,"We then turn to evidence on the migration channel itself.'}}, {'@xmlns': 'http://www.tei-c.org/ns/1....",urban_growth_rate,MEASURES,urbanization_expansion,HIGH
63,"We then turn to evidence on the migration channel itself.'}}, {'@xmlns': 'http://www.tei-c.org/ns/1....",urbanization_expansion,LOCATED_IN,study_area,HIGH
64,"Whereas most [shrubs] are annually coppiced in fields prior to [cultivation], they are left to grow ...",coppicing,CAUSES,shrubs_in_fields,HIGH
65,"(2004)'}], '#text': 'With regard to population growth, the literature analysis revealed that only ru...",population_growth,CAUSES,LULCC,HIGH
65,"(2004)'}], '#text': 'With regard to population growth, the literature analysis revealed that only ru...",urban_population_growth,CAUSES,LULCC,MEDIUM
65,"(2004)'}], '#text': 'With regard to population growth, the literature analysis revealed that only ru...",LULCC,OCCURS_DURING,(2004),HIGH
66,Falling precipitation and rising temperatures would likely worsen agricultural growing conditions in...,falling precipitation,CAUSES,agricultural growing conditions --DEGRADES-- (growing conditions are degraded by falling precipitation),HIGH
66,Falling precipitation and rising temperatures would likely worsen agricultural growing conditions in...,large parts of Africa,LOCATED_IN,(Africa),HIGH
66,Falling precipitation and rising temperatures would likely worsen agricultural growing conditions in...,coastal West Africa,LOCATED_IN,Africa,MEDIUM
66,Falling precipitation and rising temperatures would likely worsen agricultural growing conditions in...,Southern Africa,LOCATED_IN,Africa,MEDIUM
66,Falling precipitation and rising temperatures would likely worsen agricultural growing conditions in...,agricultural growing conditions,AFFECTS,large parts of Africa,HIGH
66,Falling precipitation and rising temperatures would likely worsen agricultural growing conditions in...,rising temperatures,CAUSES,agricultural growing conditions --DEGRADES-- (growing conditions are degraded by rising temperatures),HIGH
67,"The population density has increased during the past decades, which has had a significant impact on ...",population density,INCREASES_BY,unspecified,MEDIUM
67,"The population density has increased during the past decades, which has had a significant impact on ...",population density,AFFECTS,land cover,HIGH
68,"[Land use] and [land cover] in West African savannas are mainly driven by population pressure, infra...",population_pressure,CAUSES,land_use_change,HIGH
68,"[Land use] and [land cover] in West African savannas are mainly driven by population pressure, infra...",infrastructure_drivers,CAUSES,land_cover_change,HIGH
68,"[Land use] and [land cover] in West African savannas are mainly driven by population pressure, infra...",West_African_savannas,LOCATED_IN,West_Africa,HIGH
69,"Furthermore, the general infrastructural develop-ment of electricity and hospitals, for example, as ...",urban_development,CAUSES,urban_development,HIGH
69,"Furthermore, the general infrastructural develop-ment of electricity and hospitals, for example, as ...",electricity_and_hospitals,ENABLES,urban_development,MEDIUM
69,"Furthermore, the general infrastructural develop-ment of electricity and hospitals, for example, as ...",urban_development,AFFECTS,urban,HIGH
69,"Furthermore, the general infrastructural develop-ment of electricity and hospitals, for example, as ...",urban,LOCATED_IN,development,LOW
70,"Conversely, climate change as one of the emerging drivers of [LULCC] is difficult to detect and quan...",EMERGING_DRIVER,CAUSES,LULCC,HIGH
71,"Furthermore, issues such as state politics, market incentives, climate variations, and access to lan...",issues,AFFECTS,trajectory_of_land_use,HIGH
71,"Furthermore, issues such as state politics, market incentives, climate variations, and access to lan...",state_politics,CAUSES,trajectory_of_land_use,MEDIUM
71,"Furthermore, issues such as state politics, market incentives, climate variations, and access to lan...",market_incentives,CAUSES,trajectory_of_land_use,MEDIUM
71,"Furthermore, issues such as state politics, market incentives, climate variations, and access to lan...",climate_variations,CAUSES,trajectory_of_land_use,MEDIUM
71,"Furthermore, issues such as state politics, market incentives, climate variations, and access to lan...",access_to_land_resources,CAUSES,trajectory_of_land_use,MEDIUM
71,"Furthermore, issues such as state politics, market incentives, climate variations, and access to lan...",trajectory_of_land_use,OCCURS_DURING,unspecified_time_period,LOW
71,"Furthermore, issues such as state politics, market incentives, climate variations, and access to lan...",land_use,LOCATED_IN,location,LOW
72,"P6: From my perspective, the [[land use]] aspect that is degrading the land is including the fire … ...",fire,CAUSES,land_degradation,HIGH
72,"P6: From my perspective, the [[land use]] aspect that is degrading the land is including the fire … ...",bush_fires,AFFECTS,reforestation,MEDIUM
73,"As quoted by the higher the [[land use]] intensity, the lower the fire frequency: indeed our results...",high_land_use_intensity,AFFECTS,low_fire_frequency,HIGH
73,"As quoted by the higher the [[land use]] intensity, the lower the fire frequency: indeed our results...",protected_areas,LOCATED_IN,areas_with_high_fire_frequency,MEDIUM
73,"As quoted by the higher the [[land use]] intensity, the lower the fire frequency: indeed our results...",gravelly_soils,LOCATED_IN,areas_with_high_fire_frequency,MEDIUM
73,"As quoted by the higher the [[land use]] intensity, the lower the fire frequency: indeed our results...",hardpan_complexes,LOCATED_IN,areas_with_high_fire_frequency,MEDIUM
73,"As quoted by the higher the [[land use]] intensity, the lower the fire frequency: indeed our results...",high_fire_frequency,LOCATED_IN,protected_areas,HIGH
75,"As expected, plant species statistically linked with frequent fire landscape units are typical of su...",savanna,LOCATED_IN,sudanian area,HIGH
76,The interrelations between [savanna] fire regimes and vegetation dynamics are indeed complex; they a...,savanna_fire_regimes,AFFECTS,vegetation_dynamics,HIGH
77,"In a small Sahelian catchment in Niger, the increase in cultivated land from 1950 to 1998 was associ...",increase (in cultivated land),INCREASES_BY,9% (to 16%),HIGH
77,"In a small Sahelian catchment in Niger, the increase in cultivated land from 1950 to 1998 was associ...",increase (in extent of eroded land),INCREASES_BY,9% (from 7% to 16%),HIGH
77,"In a small Sahelian catchment in Niger, the increase in cultivated land from 1950 to 1998 was associ...",savanna,LOCATED_IN,Sahelian catchment in Niger,HIGH
77,"In a small Sahelian catchment in Niger, the increase in cultivated land from 1950 to 1998 was associ...",increase (in extent of eroded land),CAUSES,decrease (in savanna),MEDIUM
78,New settlements caused an initial decrease of the vegetation due to [[land use]] change (bushland to...,new_settlements,CAUSES,> change,HIGH
79,"Apparently, the proximity of Yale ´to the road made influx of people higher than Boala, which is in ...",road,INCREASES_BY,population,HIGH
79,"Apparently, the proximity of Yale ´to the road made influx of people higher than Boala, which is in ...",population,CAUSES,agricultural_expansion,MEDIUM
79,"Apparently, the proximity of Yale ´to the road made influx of people higher than Boala, which is in ...",agricultural_expansion,ENABLES,deforestation,HIGH
79,"Apparently, the proximity of Yale ´to the road made influx of people higher than Boala, which is in ...",deforestation,OCCURS_DURING,tropical,MEDIUM
79,"Apparently, the proximity of Yale ´to the road made influx of people higher than Boala, which is in ...",Boala,LOCATED_IN,tropical,HIGH
80,"Recently, obtained a [deforestation] rate of 11% in the [grassland] areas and a degradation of 17% i...",deforestation,CAUSES,forest_loss,HIGH
80,"Recently, obtained a [deforestation] rate of 11% in the [grassland] areas and a degradation of 17% i...",grassland,DECREASES_BY,11%,HIGH
80,"Recently, obtained a [deforestation] rate of 11% in the [grassland] areas and a degradation of 17% i...",woodlands,DECREASES_BY,17%,HIGH
80,"Recently, obtained a [deforestation] rate of 11% in the [grassland] areas and a degradation of 17% i...",northern_region_of_Ghana,LOCATED_IN,Ghana,HIGH
81,During this time the land required for [agriculture] increased significantly so that large areas of ...,agriculture,INCREASES_BY,> significant amount,HIGH
81,During this time the land required for [agriculture] increased significantly so that large areas of ...,agriculture,CAUSES,> deforestation,MEDIUM
81,During this time the land required for [agriculture] increased significantly so that large areas of ...,deforestation,TRANSFORMS_TO,> cultivation,HIGH
81,During this time the land required for [agriculture] increased significantly so that large areas of ...,large areas of natural bushland,TRANSFORMS_TO,> deforested land,HIGH
82,The capacity of some of these so-called dry [forest] species to colonize unburnt areas has also been...,forest,LOCATED_IN,wooded areas,HIGH
83,"However, conflicting hypotheses have been reported: on the one hand an expansion (into native [savan...",expansion,CAUSES,into native savanna,HIGH
83,"However, conflicting hypotheses have been reported: on the one hand an expansion (into native [savan...",abandonment,CAUSES,caused by,MEDIUM
83,"However, conflicting hypotheses have been reported: on the one hand an expansion (into native [savan...",civil war in Sudan,CAUSES,abandonment,HIGH
83,"However, conflicting hypotheses have been reported: on the one hand an expansion (into native [savan...",conflicting hypotheses,OCCURS_DURING,,LOW
84,National and local management policies are currently addressing the decrease in woody vegetation and...,sustainable_practices,CAUSES,increase_in_woody_vegetation,MEDIUM
84,National and local management policies are currently addressing the decrease in woody vegetation and...,decrease_in_woody_vegetation,CAUSES,erosion,HIGH
84,National and local management policies are currently addressing the decrease in woody vegetation and...,erosion,AFFECTS,soil,HIGH
84,National and local management policies are currently addressing the decrease in woody vegetation and...,decrease_in_woody_vegetation,CAUSES,decrease,HIGH
84,National and local management policies are currently addressing the decrease in woody vegetation and...,deforestation,TRANSFORMS_TO,non_woody_vegetation,LOW
84,National and local management policies are currently addressing the decrease in woody vegetation and...,non_woody_vegetation,ENABLES,urbanization,MEDIUM
84,National and local management policies are currently addressing the decrease in woody vegetation and...,urbanization,TRANSFORMS_TO,built_up_area,HIGH
84,National and local management policies are currently addressing the decrease in woody vegetation and...,built_up_area,LOCATED_IN,location,MEDIUM
85,The decrease in rainfall has been associated with a concentration of the [cultivation] of the sandy ...,decrease,CAUSES,concentration,HIGH
86,The decrease in rainfall has been associated with a concentration of the [cultivation] of the sandy ...,decrease,CAUSES,concentration,HIGH
87,Disturbance on different [[land use]] types in Boala and Yale ´villages: (A) cutting for fuelwood an...,(A) human_activity,CAUSES,disturbance,HIGH
87,Disturbance on different [[land use]] types in Boala and Yale ´villages: (A) cutting for fuelwood an...,disturbance,AFFECTS,croplands,MEDIUM
87,Disturbance on different [[land use]] types in Boala and Yale ´villages: (A) cutting for fuelwood an...,disturbance,AFFECTS,forest,MEDIUM
87,Disturbance on different [[land use]] types in Boala and Yale ´villages: (A) cutting for fuelwood an...,disturbance,AFFECTS,grasslands,MEDIUM
87,Disturbance on different [[land use]] types in Boala and Yale ´villages: (A) cutting for fuelwood an...,(B) human_activity,CAUSES,disturbance,HIGH
87,Disturbance on different [[land use]] types in Boala and Yale ´villages: (A) cutting for fuelwood an...,disturbance,AFFECTS,croplands,MEDIUM
87,Disturbance on different [[land use]] types in Boala and Yale ´villages: (A) cutting for fuelwood an...,disturbance,AFFECTS,gallery_forests,LOW
87,Disturbance on different [[land use]] types in Boala and Yale ´villages: (A) cutting for fuelwood an...,(C) elephant_damage,CAUSES,disturbance,HIGH
87,Disturbance on different [[land use]] types in Boala and Yale ´villages: (A) cutting for fuelwood an...,disturbance,AFFECTS,croplands,MEDIUM
87,Disturbance on different [[land use]] types in Boala and Yale ´villages: (A) cutting for fuelwood an...,disturbance,AFFECTS,forest,MEDIUM
87,Disturbance on different [[land use]] types in Boala and Yale ´villages: (A) cutting for fuelwood an...,disturbance,AFFECTS,grasslands,MEDIUM
87,Disturbance on different [[land use]] types in Boala and Yale ´villages: (A) cutting for fuelwood an...,(D) livestock_grazing,CAUSES,disturbance,HIGH
87,Disturbance on different [[land use]] types in Boala and Yale ´villages: (A) cutting for fuelwood an...,disturbance,AFFECTS,croplands,MEDIUM
87,Disturbance on different [[land use]] types in Boala and Yale ´villages: (A) cutting for fuelwood an...,disturbance,AFFECTS,grasslands,MEDIUM
88,"In fact, a major reason why farmers grow [cotton] is to gain access to fertilisers for their subsist...",farmers,CAUSES,> cotton_growth,HIGH
88,"In fact, a major reason why farmers grow [cotton] is to gain access to fertilisers for their subsist...",cotton_growth,INCREASES_BY,> fertiliser_access,MEDIUM
90,"In the period 1975-1990, 1.28 million ha (26%) of natural vegetation was converted to degraded [sava...",1975-1990,OCCURS_DURING,period,HIGH
90,"In the period 1975-1990, 1.28 million ha (26%) of natural vegetation was converted to degraded [sava...",1990-2010,OCCURS_DURING,period,HIGH
90,"In the period 1975-1990, 1.28 million ha (26%) of natural vegetation was converted to degraded [sava...",1.28 million ha,DECREASES_BY,26%,HIGH
90,"In the period 1975-1990, 1.28 million ha (26%) of natural vegetation was converted to degraded [sava...",2.23 million ha,DECREASES_BY,53%,HIGH
91,"At the local scale, the size of [crop] and grazing lands increased at the expense of shrinking of [f...",forest,DECREASES_BY,> crop,HIGH
91,"At the local scale, the size of [crop] and grazing lands increased at the expense of shrinking of [f...",1. forest,DECREASES_BY,> crop: The decrease in forest cover is related to the increase in crop size.,MEDIUM
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between ...",decrease,OCCURS_DURING,between 1984 and 2001,HIGH
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between ...",decrease,OCCURS_DURING,between 2001 and 2013,HIGH
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between ...",woodland,DECREASES_BY,,MEDIUM
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between ...",shrub savannas,DECREASES_BY,,MEDIUM
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between ...",grass savannas,DECREASES_BY,,MEDIUM
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between ...",water body,DECREASES_BY,,MEDIUM
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between ...",tree savannas,DECREASES_BY,,MEDIUM
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between ...",gallery forest,DECREASES_BY,,MEDIUM
93,The main finding of this study is the loss of vegetation cover over a 29 year period which is the re...,loss,CAUSES,vegetation_cover_loss,HIGH
