sentenceID,sentence,source,source_type,relationship,target,target_type,confidence
8,"Conversely the decrease in the herbaceous standing crop, due to the shortening of the fallow period, the extension of cultivated and cleared fields, the grazing by cattle, and more generally the increment in landscape discontinuities limit the spread of fire and the size of burnt areas",grazing by cattle,PROCESS,AFFECTS,herbaceous standing crop,LULC,
8,"Conversely the decrease in the herbaceous standing crop, due to the shortening of the fallow period, the extension of cultivated and cleared fields, the grazing by cattle, and more generally the increment in landscape discontinuities limit the spread of fire and the size of burnt areas",fallow period,PROCESS,CAUSES,decrease in herbaceous standing crop,LULC,
8,"Conversely the decrease in the herbaceous standing crop, due to the shortening of the fallow period, the extension of cultivated and cleared fields, the grazing by cattle, and more generally the increment in landscape discontinuities limit the spread of fire and the size of burnt areas",grazing by cattle,PROCESS,CAUSES,decrease in herbaceous standing crop,LULC,
8,"Conversely the decrease in the herbaceous standing crop, due to the shortening of the fallow period, the extension of cultivated and cleared fields, the grazing by cattle, and more generally the increment in landscape discontinuities limit the spread of fire and the size of burnt areas",landscape discontinuities,PROCESS,CAUSES,limitation of fire,PROCESS,
8,"Conversely the decrease in the herbaceous standing crop, due to the shortening of the fallow period, the extension of cultivated and cleared fields, the grazing by cattle, and more generally the increment in landscape discontinuities limit the spread of fire and the size of burnt areas",landscape discontinuities,PROCESS,CAUSES,limitation of burnt areas,LULC,
10,"Due to the weeding practice, bare soil dominates in cropped fields in the early growing season while herbaceous vegetation continues to grow in fallows and rangelands",weeding practice,PROCESS,CAUSES,bare soil,LULC,
10,"Due to the weeding practice, bare soil dominates in cropped fields in the early growing season while herbaceous vegetation continues to grow in fallows and rangelands",bare soil,LULC,LOCATED_IN,cropped fields,LULC,
10,"Due to the weeding practice, bare soil dominates in cropped fields in the early growing season while herbaceous vegetation continues to grow in fallows and rangelands",herbaceous vegetation,LULC,LOCATED_IN,fallows,LULC,
10,"Due to the weeding practice, bare soil dominates in cropped fields in the early growing season while herbaceous vegetation continues to grow in fallows and rangelands",herbaceous vegetation,LULC,LOCATED_IN,rangelands,LULC,
10,"Due to the weeding practice, bare soil dominates in cropped fields in the early growing season while herbaceous vegetation continues to grow in fallows and rangelands",early growing season,TIME_PERIOD,OCCURS_DURING,weeding practice,PROCESS,
10,"Due to the weeding practice, bare soil dominates in cropped fields in the early growing season while herbaceous vegetation continues to grow in fallows and rangelands",fall,TIME_PERIOD,OCCURS_DURING,herbaceous vegetation,LULC,
11,"In 1986, the grazing land had much higher proportion of the total regional area than other land use types while the size of croplands was substantially high after 16 years (Table )",grazing land,LULC,LOCATED_IN,total regional area,SURFACE_UNIT,
12,"In 1990, woodland and tree savanna were still the dominant land cover types",woodland,LULC,LOCATED_IN,1990,TIME_PERIODS,
12,"In 1990, woodland and tree savanna were still the dominant land cover types",tree savanna,LULC,LOCATED_IN,1990,TIME_PERIODS,
13,"In fact, some NTFP-providing trees, such as the baobab (Adansonia digitata) and the shea tree (Vitellaria paradoxa), are protected by farmers during the agricultural cycle of cultivation and fallows and are therefore still well preserved",NTFP-providing trees,LULC,LOCATED_IN,farmers,PROCESS,
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing urban population of Niamey only 80 km away",woody vegetation,LULC,DECREASES_BY,increasing,CHANGE (indirectly caused by increasing pressure),
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing urban population of Niamey only 80 km away",increasing,CHANGE,CAUSES,pressure,PROCESS (pressure increases due to demand),
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing urban population of Niamey only 80 km away",pressure,PROCESS,AFFECTS,woody vegetation,LULC (pressure leads to decrease in woody vegetation),
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing urban population of Niamey only 80 km away",demand,PROCESS,CAUSES,pressure,PROCESS (demand drives pressure on wood resources),
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing urban population of Niamey only 80 km away",local rural population,LOC,LOCATED_IN,rangelands,LOC (rural population lives in rangelands),
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing urban population of Niamey only 80 km away",urban population,LOC,LOCATED_IN,Niamey,LOC (urban population lives in Niamey),
15,"In Saloum Senegal, with the increase of cultivated land and shortening of fallow cycles, soils have become less fertile close to the villages, although fallow land away from the settlement gained in size, mainly due to out-migration",Saloum,LOC,LOCATED_IN,Senegal,LOC,
15,"In Saloum Senegal, with the increase of cultivated land and shortening of fallow cycles, soils have become less fertile close to the villages, although fallow land away from the settlement gained in size, mainly due to out-migration",cultivated land,LULC,INCREASES_BY,fallow cycles,PROCESS,
15,"In Saloum Senegal, with the increase of cultivated land and shortening of fallow cycles, soils have become less fertile close to the villages, although fallow land away from the settlement gained in size, mainly due to out-migration",fallow cycles,PROCESS,AFFECTS,soils,LULC,
15,"In Saloum Senegal, with the increase of cultivated land and shortening of fallow cycles, soils have become less fertile close to the villages, although fallow land away from the settlement gained in size, mainly due to out-migration",out-migration,PROCESS,CAUSES,fallow land,LULC,HIGH
15,"In Saloum Senegal, with the increase of cultivated land and shortening of fallow cycles, soils have become less fertile close to the villages, although fallow land away from the settlement gained in size, mainly due to out-migration",fallow land,LULC,LOCATED_IN,villages,LOC,HIGH
15,"In Saloum Senegal, with the increase of cultivated land and shortening of fallow cycles, soils have become less fertile close to the villages, although fallow land away from the settlement gained in size, mainly due to out-migration",soils,LULC,LOCATED_IN,villages,LOC,HIGH
16,Irrigation from rivers is regarded as minor driver of LULCC,Irrigation,PROCESS,AFFECTS,LULCC,PROCESS,MEDIUM
17,"On the one hand, tree growth and agroforestry on fields have led to an increase of woody cover in proximity to the village",Tree growth,PROCESS,AFFECTS,Woody cover,LULC,HIGH
17,"On the one hand, tree growth and agroforestry on fields have led to an increase of woody cover in proximity to the village",Agroforestry,PROCESS,AFFECTS,Woody cover,LULC,HIGH
17,"On the one hand, tree growth and agroforestry on fields have led to an increase of woody cover in proximity to the village",Fields,LULC,LOCATED_IN,Village,LOC,HIGH
18,"Rangelands are grazed year-round under communal access but grazing also extends to fallows, year-round or only in the dry season depending on accessibility, and to cropped fields after the crop harvest",Grazing,PROCESS,OCCURS_DURING,year-round,TIME_PERIOD,
18,"Rangelands are grazed year-round under communal access but grazing also extends to fallows, year-round or only in the dry season depending on accessibility, and to cropped fields after the crop harvest",Grazing,PROCESS,AFFECTS,rangelands,LULC,
19,"Ratios of fallow to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush-fallow ""would lead to a steady decline in fertility,"" 2 in Koho, where bush-fallow is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Ratios,QUANTITY,MEASURES,fallow:LULC / cultivated,LULC,
19,"Ratios of fallow to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush-fallow ""would lead to a steady decline in fertility,"" 2 in Koho, where bush-fallow is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Woure,LOC,LOCATED_IN,Ratios,QUANTITY,
19,"Ratios of fallow to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush-fallow ""would lead to a steady decline in fertility,"" 2 in Koho, where bush-fallow is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Silgey,LOC,LOCATED_IN,Ratios,QUANTITY,
19,"Ratios of fallow to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush-fallow ""would lead to a steady decline in fertility,"" 2 in Koho, where bush-fallow is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Kolbila,LOC,LOCATED_IN,Ratios,QUANTITY,
19,"Ratios of fallow to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush-fallow ""would lead to a steady decline in fertility,"" 2 in Koho, where bush-fallow is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Koho,LOC,LOCATED_IN,Ratios,QUANTITY,
19,"Ratios of fallow to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush-fallow ""would lead to a steady decline in fertility,"" 2 in Koho, where bush-fallow is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Sayero,LOC,LOCATED_IN,Ratios,QUANTITY,
19,"Ratios of fallow to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush-fallow ""would lead to a steady decline in fertility,"" 2 in Koho, where bush-fallow is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Bushfallow,PROCESS,AFFECTS,fallow,LULC,
19,"Ratios of fallow to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush-fallow ""would lead to a steady decline in fertility,"" 2 in Koho, where bush-fallow is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Bushfallow,PROCESS,AFFECTS,cultivated,LULC,
20,Regular cultivation keeps the soil penetrable and farmers are aware of the benefits of trees in their fields,Regular cultivation,PROCESS,AFFECTS,Soil,LULC,
20,Regular cultivation keeps the soil penetrable and farmers are aware of the benefits of trees in their fields,Regular cultivation,PROCESS,AFFECTS,Trees,LULC,
