sentenceID,sentence,source,source_type,relationship,target,target_type,confidence
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing population of Niamey only 80 km away",wood resources,LULC,AFFECTS,pressure,PROCESS,HIGH
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing population of Niamey only 80 km away",local rural population,PERCENT,AFFECTS,pressure,PROCESS,MEDIUM
15,"In Saloum Senegal, with the increase of cultivated land and shortening of cycles, soils have become less fertile close to the villages, although land away from the settlement gained in size, mainly due to out-migration",Saloum,LOC,LOCATED_IN,Senegal,LOC,HIGH
16,Irrigation from rivers is regarded as minor driver of,,,,,,
17,"On the one hand, tree growth and on fields have led to an increase of woody cover in proximity to the village","""tree growth""",PROCESS,AFFECTS,woody cover,LULC,HIGH
17,"On the one hand, tree growth and on fields have led to an increase of woody cover in proximity to the village","""on fields""",LULC,INCREASES_BY,woody cover,LULC,HIGH
17,"On the one hand, tree growth and on fields have led to an increase of woody cover in proximity to the village","""woody cover""",LULC,LOCATED_IN,proximity to the village,LOCATION,HIGH
19,"Ratios of to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush- ""would lead to a steady decline in fertility,"" 2 in Koho, where bush- is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Ratios,CARDINAL,MEASURES,cultivated area,LULC,HIGH
20,Regular keeps the soil penetrable and farmers are aware of the benefits of trees in their fields,soil,LULC,AFFECTS,farmers,PER,MEDIUM (farmers' awareness is influenced by the condition of the soil)
20,Regular keeps the soil penetrable and farmers are aware of the benefits of trees in their fields,trees,LULC,AFFECTS,soil,LULC,MEDIUM (tree presence affects soil penetrability)
