sentenceID,sentence,source,source_type,relationship,target,target_type,confidence
19,"Ratios of fallow to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush-fallow ""would lead to a steady decline in fertility,"" 2 in Koho, where bush-fallow is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Silgey,LOC,LOCATED_IN,bushfallow system,PROCESS,HIGH
19,"Ratios of fallow to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush-fallow ""would lead to a steady decline in fertility,"" 2 in Koho, where bush-fallow is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Kolbila,LOC,LOCATED_IN,bushfallow system,PROCESS,HIGH
19,"Ratios of fallow to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush-fallow ""would lead to a steady decline in fertility,"" 2 in Koho, where bush-fallow is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Koho,LOC,LOCATED_IN,bushfallow system,PROCESS,HIGH
19,"Ratios of fallow to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush-fallow ""would lead to a steady decline in fertility,"" 2 in Koho, where bush-fallow is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Sayero,LOC,LOCATED_IN,bushfallow system,PROCESS,HIGH
19,"Ratios of fallow to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush-fallow ""would lead to a steady decline in fertility,"" 2 in Koho, where bush-fallow is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",bushfallow system,PROCESS,AFFECTS,fertility,QUANTITY,MEDIUM
19,"Ratios of fallow to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush-fallow ""would lead to a steady decline in fertility,"" 2 in Koho, where bush-fallow is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",bushfallow system,PROCESS,CAUSES,decline in fertility,CHANGE,MEDIUM
20,Regular cultivation keeps the soil penetrable and farmers are aware of the benefits of trees in their fields,Regular cultivation,PROCESS,AFFECTS,soil,LULC,HIGH
20,Regular cultivation keeps the soil penetrable and farmers are aware of the benefits of trees in their fields,farmers,PER,ARE_AWARE_OF,benefits | LOW (Note,"'benefits' is not a specific entity, but a concept; therefore, I've used the generic 'ARE_AWARE_OF' relation instead of a specific one.)",
20,Regular cultivation keeps the soil penetrable and farmers are aware of the benefits of trees in their fields,trees,LULC,LOCATED_IN,fields,LOC,HIGH
20,Regular cultivation keeps the soil penetrable and farmers are aware of the benefits of trees in their fields,trees,LULC,ENABLES,regular cultivation,PROCESS | MEDIUM (Assuming that the presence of trees in the fields enables the regular cultivation process.),
