sentenceID,sentence,source,source_type,relationship,target,target_type,confidence
11,"In 1986, the grazing land had much higher proportion of the total regional area than other types while the size of croplands was substantially high after 16 years (Table)",1986,DATE,OCCURS_DURING,grazing land,LULC,MEDIUM
11,"In 1986, the grazing land had much higher proportion of the total regional area than other types while the size of croplands was substantially high after 16 years (Table)",grazing land,LULC,MEASURES,total regional area,LULC,MEDIUM
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing population of Niamey only 80 km away",woody vegetation,LULC,DECREASES_BY,pressure,PROCESS,HIGH
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing population of Niamey only 80 km away",pressure,PROCESS,CAUSES,woody vegetation,LULC,HIGH
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing population of Niamey only 80 km away",wood resources,LULC,AFFECTS,demand,PROCESS,HIGH
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing population of Niamey only 80 km away",demand,PROCESS,CAUSES,pressure,PROCESS,HIGH
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing population of Niamey only 80 km away",local rural population,PERCENT,AFFECTS,demand,PROCESS,MEDIUM
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing population of Niamey only 80 km away",rapidly growing population,PROCESS,AFFECTS,demand,PROCESS,MEDIUM
15,"In Saloum Senegal, with the increase of cultivated land and shortening of cycles, soils have become less fertile close to the villages, although land away from the settlement gained in size, mainly due to out-migration",Saloum,LOC,LOCATED_IN,Senegal,LOC,HIGH
16,Irrigation from rivers is regarded as minor driver of,Irrigation,PROCESS,AFFECTS,minor driver,PROCESS,MEDIUM
17,"On the one hand, tree growth and on fields have led to an increase of woody cover in proximity to the village",Tree growth,PROCESS,CAUSES,increase,CHANGE,HIGH
17,"On the one hand, tree growth and on fields have led to an increase of woody cover in proximity to the village",increase,CHANGE,AFFECTS,woody cover,LULC,HIGH
17,"On the one hand, tree growth and on fields have led to an increase of woody cover in proximity to the village",woody cover,LULC,LOCATED_IN,proximity to village,LOC,HIGH
19,"Ratios of to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush- ""would lead to a steady decline in fertility,"" 2 in Koho, where bush- is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Ratios,QUANTITY,MEASURES,Cultivated area,LULC,HIGH
19,"Ratios of to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush- ""would lead to a steady decline in fertility,"" 2 in Koho, where bush- is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Bushfallow system,PROCESS,CAUSES,Decline,CHANGE,HIGH
19,"Ratios of to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush- ""would lead to a steady decline in fertility,"" 2 in Koho, where bush- is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Decline,CHANGE,AFFECTS,Fertility,QUANTITY,HIGH
