sentenceID,sentence,source,source_type,relationship,target,target_type,confidence
6,"About 26 and 31% of the total area of natural vegetation (, woodland and tree) will be converted to farmland and degraded by 2050 if we assume the dynamics recorded from 1975 to 1990 and 1990-2010, respectively",1975,DATE,TO,1990,DATE,HIGH
7,"Assuming the dynamics recorded in the second period, the amounts of land covered by, woodland and tree will decrease by 5, 9 and 17% of their cover in 1990, respectively, while the amount of degraded and farmland will increase by 9 and 22% of the total area, respectively",woodland,LULC,DECREASES_BY,5%,PERCENT,HIGH
7,"Assuming the dynamics recorded in the second period, the amounts of land covered by, woodland and tree will decrease by 5, 9 and 17% of their cover in 1990, respectively, while the amount of degraded and farmland will increase by 9 and 22% of the total area, respectively",tree,LULC,DECREASES_BY,9%,PERCENT,HIGH
7,"Assuming the dynamics recorded in the second period, the amounts of land covered by, woodland and tree will decrease by 5, 9 and 17% of their cover in 1990, respectively, while the amount of degraded and farmland will increase by 9 and 22% of the total area, respectively",tree,LULC,DECREASES_BY,17%,PERCENT,HIGH
7,"Assuming the dynamics recorded in the second period, the amounts of land covered by, woodland and tree will decrease by 5, 9 and 17% of their cover in 1990, respectively, while the amount of degraded and farmland will increase by 9 and 22% of the total area, respectively",degraded,LULC,INCREASES_BY,9%,PERCENT,HIGH
7,"Assuming the dynamics recorded in the second period, the amounts of land covered by, woodland and tree will decrease by 5, 9 and 17% of their cover in 1990, respectively, while the amount of degraded and farmland will increase by 9 and 22% of the total area, respectively",farmland,LULC,INCREASES_BY,22%,PERCENT,HIGH
7,"Assuming the dynamics recorded in the second period, the amounts of land covered by, woodland and tree will decrease by 5, 9 and 17% of their cover in 1990, respectively, while the amount of degraded and farmland will increase by 9 and 22% of the total area, respectively",5%,PERCENT,MEASURES,decrease,CHANGE,HIGH
7,"Assuming the dynamics recorded in the second period, the amounts of land covered by, woodland and tree will decrease by 5, 9 and 17% of their cover in 1990, respectively, while the amount of degraded and farmland will increase by 9 and 22% of the total area, respectively",9%,PERCENT,MEASURES,decrease,CHANGE,HIGH
7,"Assuming the dynamics recorded in the second period, the amounts of land covered by, woodland and tree will decrease by 5, 9 and 17% of their cover in 1990, respectively, while the amount of degraded and farmland will increase by 9 and 22% of the total area, respectively",17%,PERCENT,MEASURES,decrease,CHANGE,HIGH
7,"Assuming the dynamics recorded in the second period, the amounts of land covered by, woodland and tree will decrease by 5, 9 and 17% of their cover in 1990, respectively, while the amount of degraded and farmland will increase by 9 and 22% of the total area, respectively",9%,PERCENT,MEASURES,increase,CHANGE,HIGH
7,"Assuming the dynamics recorded in the second period, the amounts of land covered by, woodland and tree will decrease by 5, 9 and 17% of their cover in 1990, respectively, while the amount of degraded and farmland will increase by 9 and 22% of the total area, respectively",22%,PERCENT,MEASURES,increase,CHANGE,HIGH
7,"Assuming the dynamics recorded in the second period, the amounts of land covered by, woodland and tree will decrease by 5, 9 and 17% of their cover in 1990, respectively, while the amount of degraded and farmland will increase by 9 and 22% of the total area, respectively",decrease,CHANGE,OCCURS_DURING,1990,DATE,HIGH
8,"Conversely the decrease in the herbaceous standing, due to the shortening of the period, the extension of cultivated and cleared fields, the grazing by cattle, and more generally the increment in landscape discontinuities limit the spread of fire and the size of burnt areas",herbaceous standing,LULC,DECREASES_BY,decrease,CHANGE,HIGH
8,"Conversely the decrease in the herbaceous standing, due to the shortening of the period, the extension of cultivated and cleared fields, the grazing by cattle, and more generally the increment in landscape discontinuities limit the spread of fire and the size of burnt areas",period,DATE,AFFECTS,decrease,CHANGE,MEDIUM
8,"Conversely the decrease in the herbaceous standing, due to the shortening of the period, the extension of cultivated and cleared fields, the grazing by cattle, and more generally the increment in landscape discontinuities limit the spread of fire and the size of burnt areas",cultivated and cleared fields,LULC,EXTENDS,decrease,CHANGE,MEDIUM
8,"Conversely the decrease in the herbaceous standing, due to the shortening of the period, the extension of cultivated and cleared fields, the grazing by cattle, and more generally the increment in landscape discontinuities limit the spread of fire and the size of burnt areas",grazing by cattle,PROCESS,CAUSES,decrease,CHANGE,HIGH
8,"Conversely the decrease in the herbaceous standing, due to the shortening of the period, the extension of cultivated and cleared fields, the grazing by cattle, and more generally the increment in landscape discontinuities limit the spread of fire and the size of burnt areas",landscape discontinuities,LULC,LIMITS,fire,PROCESS,HIGH
8,"Conversely the decrease in the herbaceous standing, due to the shortening of the period, the extension of cultivated and cleared fields, the grazing by cattle, and more generally the increment in landscape discontinuities limit the spread of fire and the size of burnt areas",fire,PROCESS,AFFECTS,burnt areas,LULC,HIGH
8,"Conversely the decrease in the herbaceous standing, due to the shortening of the period, the extension of cultivated and cleared fields, the grazing by cattle, and more generally the increment in landscape discontinuities limit the spread of fire and the size of burnt areas",burnt areas,LULC,SIZE,decrease,CHANGE,MEDIUM
9,"describes Rwandan as caught in a ""low investment trap"" less than 10% of cropland is irrigated, while tractors, bank credit and government aid are all scarce",Rwanda,LOC,AFFECTED_BY,low investment trap,PROCESS,HIGH
9,"describes Rwandan as caught in a ""low investment trap"" less than 10% of cropland is irrigated, while tractors, bank credit and government aid are all scarce",cropland,LULC,HAS_FEATURE,irrigation,PROCESS,MEDIUM
9,"describes Rwandan as caught in a ""low investment trap"" less than 10% of cropland is irrigated, while tractors, bank credit and government aid are all scarce",irrigation,PROCESS,APPLIES_TO,cropland,LULC,MEDIUM
10,"Due to the weeding practice, dominates in cropped fields in the early growing season while herbaceous vegetation continues to grow in fallows and rangelands",weeding practice,PROCESS,AFFECTS,dominated,CHANGE,HIGH
10,"Due to the weeding practice, dominates in cropped fields in the early growing season while herbaceous vegetation continues to grow in fallows and rangelands",dominated,CHANGE,OCCURS_DURING,early growing season,TIME,HIGH
10,"Due to the weeding practice, dominates in cropped fields in the early growing season while herbaceous vegetation continues to grow in fallows and rangelands",herbaceous vegetation,LULC,GROWS_IN,fallow,LULC,HIGH
10,"Due to the weeding practice, dominates in cropped fields in the early growing season while herbaceous vegetation continues to grow in fallows and rangelands",herbaceous vegetation,LULC,GROWS_IN,rangelands,LULC,HIGH
10,"Due to the weeding practice, dominates in cropped fields in the early growing season while herbaceous vegetation continues to grow in fallows and rangelands",cropped fields,LULC,HAS,weeding practice,PROCESS,HIGH
11,"In 1986, the grazing land had much higher proportion of the total regional area than other types while the size of croplands was substantially high after 16 years (Table)",grazing land,LULC,LOCATED_IN,total regional area,LULC,HIGH
12,"In 1990, woodland and tree were still the dominant types",woodland,LULC,DOMINANT,tree,LULC,HIGH
12,"In 1990, woodland and tree were still the dominant types",woodland,LULC,OCCURS_DURING,1990,DATE,HIGH
12,"In 1990, woodland and tree were still the dominant types",tree,LULC,OCCURS_DURING,1990,DATE,HIGH
13,"In fact, some NTFP-providing trees, such as the baobab (Adansonia digitata) and the shea tree (Vitellaria paradoxa), are protected by farmers during the agricultural cycle of and fallows and are therefore still well preserved",NTFP-providing trees,LULC,PROTECTED_BY,farmers,PERSON,HIGH
13,"In fact, some NTFP-providing trees, such as the baobab (Adansonia digitata) and the shea tree (Vitellaria paradoxa), are protected by farmers during the agricultural cycle of and fallows and are therefore still well preserved",baobab,LULC,IS_A,NTFP-providing trees,LULC,HIGH
13,"In fact, some NTFP-providing trees, such as the baobab (Adansonia digitata) and the shea tree (Vitellaria paradoxa), are protected by farmers during the agricultural cycle of and fallows and are therefore still well preserved",shea tree,LULC,IS_A,NTFP-providing trees,LULC,HIGH
13,"In fact, some NTFP-providing trees, such as the baobab (Adansonia digitata) and the shea tree (Vitellaria paradoxa), are protected by farmers during the agricultural cycle of and fallows and are therefore still well preserved",Adansonia digitata,LULC,IS_A,baobab,LULC,HIGH
13,"In fact, some NTFP-providing trees, such as the baobab (Adansonia digitata) and the shea tree (Vitellaria paradoxa), are protected by farmers during the agricultural cycle of and fallows and are therefore still well preserved",Vitellaria paradoxa,LULC,IS_A,shea tree,LULC,HIGH
13,"In fact, some NTFP-providing trees, such as the baobab (Adansonia digitata) and the shea tree (Vitellaria paradoxa), are protected by farmers during the agricultural cycle of and fallows and are therefore still well preserved",agricultural cycle,PROCESS,INVOLVES,fallows,PROCESS,HIGH
13,"In fact, some NTFP-providing trees, such as the baobab (Adansonia digitata) and the shea tree (Vitellaria paradoxa), are protected by farmers during the agricultural cycle of and fallows and are therefore still well preserved",NTFP-providing trees,LULC,ARE_PRESERVED,well preserved,CHANGE,HIGH
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing population of Niamey only 80 km away",rangelands,LOC,LOCATED_IN,woody vegetation,LULC,HIGH
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing population of Niamey only 80 km away",woody vegetation,LULC,DECREASES_BY,decreasing,CHANGE,HIGH
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing population of Niamey only 80 km away",pressure,PROCESS,CAUSES,decreasing,CHANGE,HIGH
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing population of Niamey only 80 km away",wood resources,LULC,AFFECTS,decreasing,CHANGE,HIGH
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing population of Niamey only 80 km away",demand,QUANTITY,AFFECTS,decreasing,CHANGE,HIGH
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing population of Niamey only 80 km away",fuel,LULC,MEASURES,demand,QUANTITY,HIGH
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing population of Niamey only 80 km away",construction wood,LULC,MEASURES,demand,QUANTITY,HIGH
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing population of Niamey only 80 km away",local rural population,PERCENT,AFFECTS,decreasing,CHANGE,MEDIUM
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing population of Niamey only 80 km away",Niamey,LOC,LOCATED_IN,rapidly growing population,PROCESS,HIGH
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing population of Niamey only 80 km away",rapidly growing population,PROCESS,CAUSES,decreasing,CHANGE,HIGH
14,"In rangelands, the main cause of woody vegetation decrease is the increasing pressure on wood resources to satisfy the demand for fuel and construction wood, not only from the local rural population, but also from the rapidly growing population of Niamey only 80 km away",80 km,SURFACE_UNIT,DISTANCE_FROM,rangelands,,
15,"In Saloum Senegal, with the increase of cultivated land and shortening of cycles, soils have become less fertile close to the villages, although land away from the settlement gained in size, mainly due to out-migration",soil,LULC,LOCATED_NEAR,village,LOC,HIGH
15,"In Saloum Senegal, with the increase of cultivated land and shortening of cycles, soils have become less fertile close to the villages, although land away from the settlement gained in size, mainly due to out-migration",land,LULC,LOCATED_FAR_FROM,settlement,LOC,HIGH
15,"In Saloum Senegal, with the increase of cultivated land and shortening of cycles, soils have become less fertile close to the villages, although land away from the settlement gained in size, mainly due to out-migration",out-migration,PROCESS,AFFECTS,land,LULC,HIGH
15,"In Saloum Senegal, with the increase of cultivated land and shortening of cycles, soils have become less fertile close to the villages, although land away from the settlement gained in size, mainly due to out-migration",out-migration,PROCESS,CAUSES,land,LULC,MEDIUM
16,Irrigation from rivers is regarded as minor driver of,Irrigation,PROCESS,AFFECTS,driver,PROCESS,MEDIUM
16,Irrigation from rivers is regarded as minor driver of,Irrigation,PROCESS,LOCATED_IN,rivers,LOC,MEDIUM
17,"On the one hand, tree growth and on fields have led to an increase of woody cover in proximity to the village",tree growth,PROCESS,CAUSES,increase,CHANGE,HIGH
17,"On the one hand, tree growth and on fields have led to an increase of woody cover in proximity to the village",increase,CHANGE,AFFECTS,woody cover,LULC,HIGH
17,"On the one hand, tree growth and on fields have led to an increase of woody cover in proximity to the village",tree growth,PROCESS,LOCATED_IN,proximity,SURFACE_UNIT,"MEDIUM (implied location, not explicit)"
17,"On the one hand, tree growth and on fields have led to an increase of woody cover in proximity to the village",woody cover,LULC,LOCATED_IN,proximity,SURFACE_UNIT,HIGH
17,"On the one hand, tree growth and on fields have led to an increase of woody cover in proximity to the village",village,LOC,LOCATED_IN,proximity,SURFACE_UNIT,HIGH
18,"Rangelands are grazed year-round under communal access but grazing also extends to fallows, year-round or only in the dry season depending on accessibility, and to cropped fields after the harvest",rangelands,LULC,GRAZED,grazed,CHANGE,HIGH
18,"Rangelands are grazed year-round under communal access but grazing also extends to fallows, year-round or only in the dry season depending on accessibility, and to cropped fields after the harvest",grazed,CHANGE,EXTENDS_TO,fallows,LULC,HIGH
18,"Rangelands are grazed year-round under communal access but grazing also extends to fallows, year-round or only in the dry season depending on accessibility, and to cropped fields after the harvest",grazed,CHANGE,EXTENDS_TO,cropped fields,LULC,HIGH
18,"Rangelands are grazed year-round under communal access but grazing also extends to fallows, year-round or only in the dry season depending on accessibility, and to cropped fields after the harvest",grazed,CHANGE,CONDITIONAL_UPON,dry season,DATE,MEDIUM
18,"Rangelands are grazed year-round under communal access but grazing also extends to fallows, year-round or only in the dry season depending on accessibility, and to cropped fields after the harvest",grazed,CHANGE,CONDITIONAL_UPON,harvest,PROCESS,MEDIUM
18,"Rangelands are grazed year-round under communal access but grazing also extends to fallows, year-round or only in the dry season depending on accessibility, and to cropped fields after the harvest",grazed,CHANGE,OCCURS_YEAR_ROUND,year-round,TIME,HIGH
19,"Ratios of to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush- ""would lead to a steady decline in fertility,"" 2 in Koho, where bush- is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Ratios,QUANTITY,MEASURES,cultivated area,LULC,HIGH
19,"Ratios of to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush- ""would lead to a steady decline in fertility,"" 2 in Koho, where bush- is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Woure,LOC,LOCATED_IN,Ratios,QUANTITY,HIGH
19,"Ratios of to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush- ""would lead to a steady decline in fertility,"" 2 in Koho, where bush- is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Silgey,LOC,LOCATED_IN,Ratios,QUANTITY,HIGH
19,"Ratios of to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush- ""would lead to a steady decline in fertility,"" 2 in Koho, where bush- is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Kolbila,LOC,LOCATED_IN,Ratios,QUANTITY,HIGH
19,"Ratios of to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush- ""would lead to a steady decline in fertility,"" 2 in Koho, where bush- is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Koho,LOC,LOCATED_IN,Ratios,QUANTITY,HIGH
19,"Ratios of to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush- ""would lead to a steady decline in fertility,"" 2 in Koho, where bush- is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",Sayero,LOC,LOCATED_IN,Ratios,QUANTITY,HIGH
19,"Ratios of to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush- ""would lead to a steady decline in fertility,"" 2 in Koho, where bush- is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",bushfallow system,PROCESS,AFFECTS,fertility,QUANTITY,MEDIUM
19,"Ratios of to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush- ""would lead to a steady decline in fertility,"" 2 in Koho, where bush- is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",bush,PROCESS,AFFECTS,fertility,QUANTITY,MEDIUM
20,Regular keeps the soil penetrable and farmers are aware of the benefits of trees in their fields,,,,,,
